,id,event_text,url,url_id,company,fiscal_year,fiscal_period,event_type,date,time,timezone
112,1301,"MAY 14, 2021 11:55 AM EDT Benzinga Global Small Cap Conference",https://ir.virios.com/events-presentations/events,327,BENZINGA,None,None/Other,Conference,05/14/2021,11:55,EDT/EST/ET
113,1301,"MAY 14, 2021 11:55 AM EDT Benzinga Global Small Cap Conference",https://ir.virios.com/events-presentations/events,327,BENZINGA,None,None/Other,Conference,05/14/2021,11:55,EDT/EST/ET
114,1301,"MAY 14, 2021 11:55 AM EDT Benzinga Global Small Cap Conference",https://ir.virios.com/events-presentations/events,327,BENZINGA,None,None/Other,Conference,05/14/2021,11:55,EDT/EST/ET
115,1301,"MAY 14, 2021 11:55 AM EDT Benzinga Global Small Cap Conference",https://ir.virios.com/events-presentations/events,327,BENZINGA,None,None/Other,Conference,05/14/2021,11:55,EDT/EST/ET
116,56,"The PNC Financial Services Group 2021 Annual Meeting of Shareholders Tuesday, April 27, 2021 11:00 am EDT",https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14,The PNC Financial Services Group,None,None/Other,Shareholder_Meeting,04/27/2020,11:00 am,EDT/EST/ET
117,56,"The PNC Financial Services Group 2021 Annual Meeting of Shareholders Tuesday, April 27, 2021 11:00 am EDT",https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14,The PNC Financial Services Group,2021,Annual/Yearly,Shareholder_Meeting,04/27/2021,11:00,EDT/EST/ET
118,56,"The PNC Financial Services Group 2021 Annual Meeting of Shareholders Tuesday, April 27, 2021 11:00 am EDT",https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14,PNC,2021,Annual/Yearly,Shareholder_Meeting,04/27/2021,11:00,EDT/EST/ET
119,56,"The PNC Financial Services Group 2021 Annual Meeting of Shareholders Tuesday, April 27, 2021 11:00 am EDT",https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14,THE PNC FINANCIAL SERVICES GROUP,2021,Annual/Yearly,Shareholder_Meeting,04/27/2021,11:00,EDT/EST/ET
120,1066,"JUN 7, 2021 10:00 AM EDT 2021 Annual Meeting of Stockholders",https://investor.lovesac.com/news-and-events/presentations,267,NONE,2021,Annual/Yearly,Shareholder_Meeting,06/07/2021,nan,None
121,1066,"JUN 7, 2021 10:00 AM EDT 2021 Annual Meeting of Stockholders",https://investor.lovesac.com/news-and-events/presentations,267,NONE,2021,Annual/Yearly,Shareholder_Meeting,06/07/2021,10:00,EDT/EST/ET
122,1066,"JUN 7, 2021 10:00 AM EDT 2021 Annual Meeting of Stockholders",https://investor.lovesac.com/news-and-events/presentations,267,NONE,2021,Annual/Yearly,Shareholder_Meeting,06/07/2021,10:00,EDT/EST/ET
123,1066,"JUN 7, 2021 10:00 AM EDT 2021 Annual Meeting of Stockholders",https://investor.lovesac.com/news-and-events/presentations,267,NONE,2021,Annual/Yearly,Shareholder_Meeting,06/07/2021,10:00,EDT/EST/ET
124,1351,"Jun 4, 2021 at 9:00 AM EDT HOOKER FURNITURE CORP. FIRST QUARTER 2022 EARNINGS WEBCAST Listen to webcast",https://investors.hookerfurniture.com/events,339,HOOKER FURNITURE CORP.,2022,Quarter 1/Q1,Earnings_Release,06/04/2021,9:00,EDT/EST/ET
125,1351,"Jun 4, 2021 at 9:00 AM EDT HOOKER FURNITURE CORP. FIRST QUARTER 2022 EARNINGS WEBCAST Listen to webcast",https://investors.hookerfurniture.com/events,339,HOOKER FURNITURE CORP.,2022,Quarter 1/Q1,Earnings_Release,06/04/2021,09:00,EDT/EST/ET
126,1351,"Jun 4, 2021 at 9:00 AM EDT HOOKER FURNITURE CORP. FIRST QUARTER 2022 EARNINGS WEBCAST Listen to webcast",https://investors.hookerfurniture.com/events,339,HOOKER FURNITURE CORP.,2022,Quarter 1/Q1,Earnings_Call,06/04/2021,09:00,EDT/EST/ET
127,1351,"Jun 4, 2021 at 9:00 AM EDT HOOKER FURNITURE CORP. FIRST QUARTER 2022 EARNINGS WEBCAST Listen to webcast",https://investors.hookerfurniture.com/events,339,HOOKER FURNITURE CORP.,2022,Quarter 1/Q1,Earnings_Release,06/04/2021,09:00,EDT/EST/ET
128,1589,"May 24, 2021 at 11:00 AM EDT Eargo, Inc. at the UBS 2021 Global Healthcare Conference Click here for webcast",https://ir.eargo.com/news-and-events/events-and-presentations,395,EARGO,2021,None/Other,Conference,05/24/2021,11:00,EDT/EST/ET
129,1589,"May 24, 2021 at 11:00 AM EDT Eargo, Inc. at the UBS 2021 Global Healthcare Conference Click here for webcast",https://ir.eargo.com/news-and-events/events-and-presentations,395,"EARGO, INC.",2021,None/Other,Conference,05/24/2021,11:00,EDT/EST/ET
130,1589,"May 24, 2021 at 11:00 AM EDT Eargo, Inc. at the UBS 2021 Global Healthcare Conference Click here for webcast",https://ir.eargo.com/news-and-events/events-and-presentations,395,"EARGO, INC.",2021,None/Other,Conference,05/24/2021,11:00,EDT/EST/ET
131,1589,"May 24, 2021 at 11:00 AM EDT Eargo, Inc. at the UBS 2021 Global Healthcare Conference Click here for webcast",https://ir.eargo.com/news-and-events/events-and-presentations,395,EARGO,None,None/Other,Conference,05/24/2021,11:00,EDT/EST/ET
132,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,nan,2021,None/Other,Conference,07/20/2021,10:00 am,EDT/EST/ET
133,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Annual/Yearly,Shareholder_Meeting,06/20/2021,10:00,EDT/EST/ET
134,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Annual/Yearly,Shareholder_Meeting,07/20/2021,10:00,EDT/EST/ET
135,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Annual/Yearly,Shareholder_Meeting,07/20/2021,10:00,EDT/EST/ET
136,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Annual/Yearly,Shareholder_Meeting,07/20/2021,10:00,EDT/EST/ET
137,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Annual/Yearly,Shareholder_Meeting,07/20/2021,10:00,EDT/EST/ET
138,308,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Annual/Yearly,Shareholder_Meeting,07/20/2021,10:00,EDT/EST/ET
139,1855,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",https://corporate.oreillyauto.com/investor-relations-news-room,462,"O’Reilly Automotive, Inc.",2020,Quarter 3/Q3,Earnings_Call,10/29/2020,nan,None
140,1855,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",https://corporate.oreillyauto.com/investor-relations-news-room,462,"O’REILLY AUTOMOTIVE, INC.",2020,Quarter 3/Q3,Earnings_Call,10/29/2020,nan,None
141,1855,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",https://corporate.oreillyauto.com/investor-relations-news-room,462,O’REILLY AUTOMOTIVE,2020,Quarter 3/Q3,Earnings_Call,10/29/2020,nan,None
142,1855,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",https://corporate.oreillyauto.com/investor-relations-news-room,462,"O’REILLY AUTOMOTIVE, INC.",None,Quarter 3/Q3,Earnings_Call,10/29/2020,nan,None
143,1855,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",https://corporate.oreillyauto.com/investor-relations-news-room,462,O’REILLY,2020,Quarter 3/Q3,Earnings_Call,10/29/2020,nan,None
144,1855,"O’Reilly Automotive, Inc. 3rd Quarter 2020 Earnings Conference Call	OCTOBER 29, 2020",https://corporate.oreillyauto.com/investor-relations-news-room,462,O’REILLY AUTOMOTIVE,2020,Quarter 3/Q3,Earnings_Call,10/29/2020,nan,None
145,1376,"Vantage Drilling International Schedules Third Quarter 2020 Earnings Release Date and Conference Call On November 2, 2020",http://vantagedrilling.com/investor-relations/presentations/,345,Vantage Drilling International,2020,Quarter 3/Q3,Earnings_Call,11/02/2020,nan,None
146,1376,"Vantage Drilling International Schedules Third Quarter 2020 Earnings Release Date and Conference Call On November 2, 2020",http://vantagedrilling.com/investor-relations/presentations/,345,Vantage Drilling International,2020,Quarter 3/Q3,Earnings_Release,11/02/2020,nan,None
147,1376,"Vantage Drilling International Schedules Third Quarter 2020 Earnings Release Date and Conference Call On November 2, 2020",http://vantagedrilling.com/investor-relations/presentations/,345,VANTAGE DRILLING INTERNATIONAL,2020,Quarter 3/Q3,Earnings_Release,11/02/2020,nan,None
148,1376,"Vantage Drilling International Schedules Third Quarter 2020 Earnings Release Date and Conference Call On November 2, 2020",http://vantagedrilling.com/investor-relations/presentations/,345,VANTAGE DRILLING INTERNATIONAL,2020,Quarter 3/Q3,Earnings_Release,11/02/2020,nan,None
149,1376,"Vantage Drilling International Schedules Third Quarter 2020 Earnings Release Date and Conference Call On November 2, 2020",http://vantagedrilling.com/investor-relations/presentations/,345,VANTAGE DRILLING INTERNATIONAL,2020,Quarter 3/Q3,Earnings_Release,11/02/2020,nan,None
150,1660,"Feb 11, 2021	Selective to Speak at the Bank of America Securities 2021 Insurance Conference",https://www.selective.com/investors/financial-calendar,410,BANK OF AMERICA SECURITIES,2021,None/Other,Conference,02/11/2021,nan,None
151,1660,"Feb 11, 2021	Selective to Speak at the Bank of America Securities 2021 Insurance Conference",https://www.selective.com/investors/financial-calendar,410,SELECTIVE,2021,None/Other,Conference,02/11/2021,nan,None
152,1660,"Feb 11, 2021	Selective to Speak at the Bank of America Securities 2021 Insurance Conference",https://www.selective.com/investors/financial-calendar,410,SELECTIVE,2021,None/Other,Conference,02/11/2021,nan,None
153,1660,"Feb 11, 2021	Selective to Speak at the Bank of America Securities 2021 Insurance Conference",https://www.selective.com/investors/financial-calendar,410,BANK OF AMERICA SECURITIES,2021,None/Other,Conference,02/11/2021,nan,None
154,1656,"OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",https://ir.compassdiversified.com/events-and-presentations/default.aspx,409,Compass,2020,Quarter 3/Q3,Earnings_Call,10/28/2020,05:00 PM,EDT/EST/ET
155,1656,"OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",https://ir.compassdiversified.com/events-and-presentations/default.aspx,409,Compass Diversified,2020,Quarter 3/Q3,Earnings_Call,10/28/2020,05:00 PM,EDT/EST/ET
156,1656,"OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",https://ir.compassdiversified.com/events-and-presentations/default.aspx,409,COMPASS DIVERSIFIED,2020,Quarter 3/Q3,Earnings_Call,10/28/2020,17:00,EDT/EST/ET
157,1656,"OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",https://ir.compassdiversified.com/events-and-presentations/default.aspx,409,COMPASS DIVERSIFIED,2020,Quarter 3/Q3,Earnings_Call,10/28/2020,17:00,EDT/EST/ET
158,1656,"OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",https://ir.compassdiversified.com/events-and-presentations/default.aspx,409,COMPASS DIVERSIFIED,2020,Quarter 3/Q3,Earnings_Call,10/28/2020,17:00,EDT/EST/ET
159,1656,"OCTOBER 28, 2020 05:00 PM EDT Compass Diversified Q3 2020 Earnings Conference Call WEBCAST",https://ir.compassdiversified.com/events-and-presentations/default.aspx,409,COMPASS DIVERSIFIED,2020,Quarter 3/Q3,Earnings_Call,10/28/2020,17:00,EDT/EST/ET
160,1564,05-12-2021	1Q21 Earnings Release and Webcast,https://www.arcosdorados.com/ir/,389,NONE,2021,Quarter 1/Q1,Earnings_Release,05/12/2021,nan,None
161,1564,05-12-2021	1Q21 Earnings Release and Webcast,https://www.arcosdorados.com/ir/,389,NONE,2021,Quarter 1/Q1,Earnings_Release,05/12/2021,nan,None
162,1598,07/28/21	 Q2 2021 iRobot Corp Financial Results Press Release,https://investor.irobot.com/events-and-presentations/upcoming-events,397,iRobot Corp,2021,Quarter 2/Q2,Conference,07/28/2021,nan,None
163,1598,07/28/21	 Q2 2021 iRobot Corp Financial Results Press Release,https://investor.irobot.com/events-and-presentations/upcoming-events,397,iRobot Corp,2021,Quarter 2/Q2,None/Other,07/28/2021,nan,None
164,1598,07/28/21	 Q2 2021 iRobot Corp Financial Results Press Release,https://investor.irobot.com/events-and-presentations/upcoming-events,397,IROBOT CORP,2021,Quarter 2/Q2,Earnings_Release,07/08/2021,nan,None
165,1598,07/28/21	 Q2 2021 iRobot Corp Financial Results Press Release,https://investor.irobot.com/events-and-presentations/upcoming-events,397,IROBOT CORP,2021,Quarter 2/Q2,Earnings_Release,07/28/2021,nan,None
166,1598,07/28/21	 Q2 2021 iRobot Corp Financial Results Press Release,https://investor.irobot.com/events-and-presentations/upcoming-events,397,IROBOT CORP,2021,Quarter 2/Q2,Earnings_Release,07/28/2021,nan,None
167,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP Securities,2021,None/Other,Conference,06/16/2021,10:00 AM,EDT/EST/ET
168,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP Securities,None,None/Other,Conference,06/16/2021,10:00 AM,EDT/EST/ET
169,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP Securities,,None/Other,Conference,06/16/2021,10:00 AM,EDT/EST/ET
170,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP Securities,None,None/Other,Conference,06/16/2021,10:00,EDT/EST/ET
171,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP SECURITIES,None,None/Other,Conference,06/16/2021,10:00,EDT/EST/ET
172,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP SECURITIES,None,None/Other,Conference,06/16/2021,10:00,EDT/EST/ET
173,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP SECURITIES,None,None/Other,Conference,06/16/2021,10:00,EDT/EST/ET
174,1981,"Jun 16, 2021 10:00 AM EDT	 JMP Securities Life Sciences Conference Listen to webcast",http://ir.minervaneurosciences.com/events-and-presentations,492,JMP SECURITIES,None,None/Other,Conference,06/16/2021,10:00,EDT/EST/ET
175,379,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",https://investors.biontech.de/events-and-presentations,93,SVB Leerink,None,None/Other,None/Other,06/21/2021,10:00 AM,CDT/CST/CT
176,379,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",https://investors.biontech.de/events-and-presentations,93,SVB Leerink,None,None/Other,None/Other,06/21/2021,10:00 AM,Other
177,379,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",https://investors.biontech.de/events-and-presentations,93,SVB LEERINK,None,None/Other,None/Other,06/21/2021,10:00,Other
178,379,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",https://investors.biontech.de/events-and-presentations,93,SVB LEERINK,None,None/Other,None/Other,06/21/2021,10:00,Other
179,379,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",https://investors.biontech.de/events-and-presentations,93,SVB LEERINK,None,None/Other,None/Other,06/21/2021,10:00,Other
