,id,event_text,url,url_id,company,fiscal_year,fiscal_period,event_type,date,time,timezone
209,210,"Q1 2021 Lantheus Holdings, Inc. Earnings Conference Call Tuesday, May 4, 2021 at 8:00 AM EDT",http://investor.lantheus.com/presentations,50,"LANTHEUS HOLDINGS, INC.",2021,Q1,Earnings Call,"May 04, 2021",08:00,ET
210,211,"Adaptive Biotechnologies Second Quarter Financial Results Aug 4, 2021 at 4:30 PM EDT Listen to webcast",https://investors.adaptivebiotech.com/news-events/events,51,ADAPTIVE BIOTECHNOLOGIES,NONE,Q2,Earnings Release,"Aug 04, 2021",16:30,ET
211,212,"Annual Shareholder Meeting Jun 11, 2021 Listen to webcast",https://investors.adaptivebiotech.com/news-events/events,51,NONE,NONE,Y,Shareholder Meeting,"Jun 11, 2021",NONE,NONE
212,213,"Goldman Sachs 42nd Annual Global Healthcare Conference Jun 8, 2021 at 12:50 PM PDT Listen to webcast",https://investors.adaptivebiotech.com/news-events/events,51,GOLDMAN SACHS,NONE,Y,Conference,"Jun 08, 2021",12:50,PDT
213,214,"William Blair 41st Annual Growth Stock Conference Jun 1, 2021 at 6:40 AM PDT Listen to webcast",https://investors.adaptivebiotech.com/news-events/events,51,WILLIAM BLAIR,NONE,Y,Conference,"Jun 01, 2021",06:40,PDT
214,215,"Adaptive Biotechnologies First Quarter Financial Results May 5, 2021 at 4:30 PM EDT Listen to webcast",https://investors.adaptivebiotech.com/news-events/events,51,ADAPTIVE BIOTECHNOLOGIES,NONE,Q1,Earnings Release,"May 05, 2021",16:30,ET
215,216,"National Print & Sign Owners Association (NPSOA) Saint Petersburg, FL April 9, 2021",https://ir.efi.com/events-presentations,52,NATIONAL PRINT & SIGN OWNERS ASSOCIATION (NPSOA),NONE,NONE,None/Other,"Apr 09, 2021",NONE,NONE
216,217,"DRUPA Virtual April 20-23, 2021",https://ir.efi.com/events-presentations,52,NONE,NONE,NONE,None/Other,"Apr 20, 2021",NONE,NONE
217,218,Fespa Virtual Series 2021 May 26-27,https://ir.efi.com/events-presentations,52,FESPA,2021,NONE,None/Other,"May 26, 2021",NONE,NONE
218,219,"ConneXion June 1-8, 2021",https://ir.efi.com/events-presentations,52,CONNEXION,NONE,NONE,None/Other,"Jun 01, 2021",NONE,NONE
219,220,"ITMA Asia National Exhibition Convention Centre (NECC) Shanghai, China June 12-16, 2021",https://ir.efi.com/events-presentations,52,NONE,NONE,NONE,None/Other,"Jun 12, 2021",NONE,NONE
220,221,02/22/18 CVR Partners Q4 2017 Earnings Report,https://investors.cvrpartners.com/investor-presentations?c=220445&p=irol-presentations,53,CVR PARTNERS,2017,Q4,Earnings Release,"Feb 22, 2018",NONE,NONE
221,222,11/01/17 CVR Partners Q3 2017 Earnings Report,https://investors.cvrpartners.com/investor-presentations?c=220445&p=irol-presentations,53,CVR PARTNERS,2017,Q3,Earnings Release,"Nov 01, 2017",NONE,NONE
222,223,04/27/17 CVR Partners Q1 2017 Earnings Report,https://investors.cvrpartners.com/investor-presentations?c=220445&p=irol-presentations,53,CVR PARTNERS,2017,Q1,Earnings Release,"Apr 27, 2017",NONE,NONE
223,224,10/27/16 CVR Partners Q3 2016 Earnings Report,https://investors.cvrpartners.com/investor-presentations?c=220445&p=irol-presentations,53,CVR PARTNERS,Other,Q3,Earnings Release,"Oct 27, 2016",NONE,NONE
224,225,07/27/17 CVR Partners Q2 2017 Earnings Report,https://investors.cvrpartners.com/investor-presentations?c=220445&p=irol-presentations,53,CVR PARTNERS,2017,Q2,Earnings Release,"Jul 27, 2017",NONE,NONE
225,226,"Thursday, July 29, 2021 10:00 AM ET Q2 Earnings Conference Call",http://investor.pebblebrookhotels.com/event,54,NONE,NONE,Q2,Earnings Call,"Jul 29, 2021",10:00,ET
226,227,"Friday, April 30, 2021 9:00 AM ET Q1 Earnings Conference Call",http://investor.pebblebrookhotels.com/event,54,NONE,NONE,Q1,Earnings Call,"Apr 30, 2021",09:00,ET
227,228,"Thursday, April 29, 2021 Q1 Earnings Release",http://investor.pebblebrookhotels.com/event,54,NONE,NONE,Q1,Earnings Release,"Apr 29, 2021",NONE,NONE
228,229,"Wednesday, February 24, 2021 9:00 AM ET Q4 Earnings Conference Call",http://investor.pebblebrookhotels.com/event,54,NONE,NONE,Q4,Earnings Call,"Feb 24, 2021",09:00,ET
229,230,"Tuesday, February 23, 2021 Q4 Earnings Release",http://investor.pebblebrookhotels.com/event,54,NONE,NONE,Q4,Earnings Release,"Feb 23, 2021",NONE,NONE
230,231,"Ardagh Group (“Ardagh”) (NYSE:ARD) announces that Ardagh Metal Packaging S.A. (“AMP”) has priced the following transactions, totalling approximately $2.8 billion equivalent:...  26 Feb 2021",https://www.ardaghgroup.com/corporate/investors,55,ARDAGH GROUP,NONE,NONE,None/Other,"Feb 26, 2021",NONE,NONE
231,232,"Ardagh Group (“Ardagh”) (NYSE:ARD) announces that Ardagh Metal Packaging S.A. (“AMP” or the “Company”) has today, through its wholly-owned subsidiaries, Ardagh Metal Packaging Fi...  24 Feb 2021",https://www.ardaghgroup.com/corporate/investors,55,ARDAGH GROUP,NONE,NONE,None/Other,"Feb 24, 2021",NONE,NONE
232,233,"On February 23, Ardagh Group S.A. (“AGSA”) announced the proposed merger of its beverage can business (“AMP”) with Gores Holdings V Inc. and intention to list AMP on NYSE...  23 Feb 2021",https://www.ardaghgroup.com/corporate/investors,55,ARDAGH GROUP,NONE,NONE,Sales Results,"Feb 23, 2021",NONE,NONE
233,234,"Ardagh Group S.A. (NYSE: ARD) today announced its results for the first quarter ended March 31, 2021. Paul Coulson, Chairman and Chief Executive, said “We have made an excellent start to 2...  29 Apr 2021",https://www.ardaghgroup.com/corporate/investors,55,ARDAGH GROUP S.A.,2021,Q1,None/Other,"Mar 31, 2021",NONE,NONE
234,235,"Ardagh Group S.A. (the “Group”) announces that it recently experienced a cyber security incident, in response to which the Group promptly initiated defence and containment procedures, in...  17 May 2021",https://www.ardaghgroup.com/corporate/investors,55,ARDAGH GROUP,NONE,NONE,None/Other,"May 17, 2021",NONE,NONE
235,236,"May 20, 2021 Pulmonx Annual Meeting of Stockholders",https://investors.pulmonx.com/events-and-presentations,56,PULMONX,NONE,Y,Shareholder Meeting,"May 20, 2021",NONE,NONE
236,237,"May 11, 2021 11:00 AM EDT BofA Securities 2021 Virtual Health Care Conference",https://investors.pulmonx.com/events-and-presentations,56,BOFA SECURITIES,2021,NONE,Conference,"May 11, 2021",11:00,ET
237,238,"May 4, 2021 4:30 PM EDT Pulmonx Q1 2021 Earnings Conference Call",https://investors.pulmonx.com/events-and-presentations,56,PULMONX,2021,Q1,Earnings Call,"May 04, 2021",16:30,ET
238,239,"Mar 2, 2021 4:30 PM EST Pulmonx Q4 2020 Earnings Conference Call",https://investors.pulmonx.com/events-and-presentations,56,PULMONX,2020,Q4,Earnings Call,"Mar 02, 2021",16:30,ET
239,240,"Nov 19, 2020 Canaccord Genuity Virtual MedTech & Diagnostics Forum",https://investors.pulmonx.com/events-and-presentations,56,CANACCORD GENUITY,NONE,NONE,None/Other,"Nov 19, 2020",NONE,NONE
240,241,"Q2 2021 Summit Hotel Properties Earnings Conference Call Wednesday, August 4, 2021 at 9:00 AM ET/8:00 AM CT",https://investor.shpreit.com/corporate-profile/default.aspx,57,SUMMIT HOTEL PROPERTIES,2021,Q2,Earnings Call,"Aug 04, 2021",08:00,CDT
241,242,"THURSDAY, APRIL 29, 2021 AT 8:30 AM ET Navios Maritime Partners First Quarter 2021 Earnings Conference Call Webcast Click Here for Webcast",http://navios-mlp.irwebpage.com/events.html,58,NAVIOS MARITIME PARTNERS,2021,Q1,Earnings Call,"Apr 29, 2021",08:30,ET
242,243,"Aug 4, 2021 at 10:30 AM EDT Avista Corporation Q2 2021 Earnings Conference Call Click here for webcast",https://investor.avistacorp.com/events-and-presentations,59,AVISTA CORPORATION,2021,Q2,Earnings Call,"Aug 04, 2021",10:30,ET
243,244,"May 11, 2021 at 8:15 AM PDT Avista Corporation Annual Shareholder Meeting Click here for webcast",https://investor.avistacorp.com/events-and-presentations,59,AVISTA CORPORATION,NONE,Y,Shareholder Meeting,"May 11, 2021",08:15,PDT
244,245,"May 5, 2021 at 10:30 AM EDT Avista Corporation Q1 2021 Earnings Conference Call Click here for webcast",https://investor.avistacorp.com/events-and-presentations,59,AVISTA CORPORATION,2021,Q1,Earnings Call,"May 05, 2021",10:30,ET
245,246,"Feb 24, 2021 at 10:30 AM EST Avista Corporation Q4 2020 Earnings Conference Call Click here for webcast",https://investor.avistacorp.com/events-and-presentations,59,AVISTA CORPORATION,2020,Q4,Earnings Call,"Feb 24, 2021",10:30,ET
246,247,"Nov 4, 2020 at 10:30 AM EST Avista Corporation Q3 2020 Earnings Conference Call Click here for webcast",https://investor.avistacorp.com/events-and-presentations,59,AVISTA CORPORATION,2020,Q3,Earnings Call,"Nov 04, 2020",10:30,ET
247,248,"Alleghany Corporation 2021 Second Quarter Results August 05, 2021",https://www.alleghany.com/investor-relations/events-and-presentations/default.aspx,60,ALLEGHANY CORPORATION,2021,Q2,None/Other,"Aug 05, 2021",NONE,NONE
248,249,05/06/2021 12:00 AM ET Alleghany Corporation 2021 First Quarter Results,https://www.alleghany.com/investor-relations/events-and-presentations/default.aspx,60,ALLEGHANY CORPORATION,2021,Q1,None/Other,"May 06, 2021",12:00,ET
249,250,02/23/2021 12:00 AM Alleghany Corporation 2020 Fourth Quarter & Full-Year Results,https://www.alleghany.com/investor-relations/events-and-presentations/default.aspx,60,ALLEGHANY CORPORATION,2020,Q4,None/Other,"Feb 23, 2021",12:00,NONE
250,251,"Alleghany Capital Virtual Investor Meeting May 14, 2021 09:00 AM ET",https://www.alleghany.com/investor-relations/events-and-presentations/default.aspx,60,ALLEGHANY CAPITAL,NONE,NONE,Shareholder Meeting,"May 14, 2021",09:00,ET
251,252,11/03/2020 12:00 AM ET Alleghany Corporation 2020 Third Quarter Results,https://www.alleghany.com/investor-relations/events-and-presentations/default.aspx,60,ALLEGHANY CORPORATION,2020,Q3,Earnings Release,"Nov 03, 2020",12:00,ET
252,253,"Event:	ASCO 2021 Annual Meeting Type:	Scientific Conference Date:	June 4 - 8, 2021 Location:	Virtual Meeting",https://www.pumabiotechnology.com/ir_events.html,61,ASCO,2021,Y,Conference,"Jun 04, 2021",NONE,NONE
253,254,"Event:	Puma Biotechnology 1Q-2021 Financial Results Conference Call Type:	Conference Call Date:	May 6, 2021 Time:	1:30 p.m. PDT/4:30 p.m. EDT Webcast:	https://78449.themediaframe.com",https://www.pumabiotechnology.com/ir_events.html,61,PUMA BIOTECHNOLOGY,2021,Q1,Earnings Call,"May 06, 2021",16:30,ET
254,255,"Event:	Barclays Global Healthcare Conference Type:	Investment Conference Date:	March 11, 2021 Time:	1:50 – 2:15 p.m. EST Webcast:	https://kvgo.com/",https://www.pumabiotechnology.com/ir_events.html,61,BARCLAYS,NONE,NONE,Conference,"Mar 11, 2021",14:15,ET
255,256,"Event:	Cowen and Company 41st Annual Health Care Conference Type:	Investment Conference Date:	March 2, 2021",https://www.pumabiotechnology.com/ir_events.html,61,COWEN,NONE,Y,Conference,"Mar 02, 2021",NONE,NONE
256,257,"Event:	Virtual B. Riley Oncology Investor Conference Type:	Investor Conference Date:	January 21, 2021 Time:	Replay beginning at 1:30 p.m. PST Webcast:	N/A",https://www.pumabiotechnology.com/ir_events.html,61,B. RILEY,NONE,NONE,Conference,"Jan 21, 2021",13:30,PDT
257,258,"June 16, 2021 at 1:05 PM CDT Oppenheimer 21st Annual Consumer Growth and E-Commerce Conference Listen to webcast",http://investors.potbelly.com/events-presentations,62,OPPENHEIMER,NONE,Y,Conference,"Jun 16, 2021",13:05,CDT
258,259,"June 10, 2021 at 1:00 PM CDT Stifel Cross Sector Insight Conference Listen to webcast",http://investors.potbelly.com/events-presentations,62,STIFEL,NONE,NONE,Conference,"Jun 10, 2021",13:00,CDT
259,260,"June 3, 2021 Piper Sandler 41st Consumer Marketplace Conference",http://investors.potbelly.com/events-presentations,62,PIPER SANDLER,NONE,NONE,Conference,"Jun 03, 2021",NONE,NONE
260,261,"June 2, 2021 at 12:40 PM CDT William Blair 41st Growth Stock Conference Listen to webcast",http://investors.potbelly.com/events-presentations,62,WILLIAM BLAIR,NONE,NONE,Conference,"Jun 02, 2021",12:40,CDT
261,262,"May 6, 2021 at 5:00 PM EDT Potbelly Corporation Announces First Quarter 2021 Earnings Call Listen to webcast",http://investors.potbelly.com/events-presentations,62,POTBELLY CORPORATION,2021,Q1,Earnings Call,"May 06, 2021",17:00,ET
262,263,"JANUARY 13 CJS Securities Conference New York, NY",https://sparton.com/press-room/,64,CJS SECURITIES,NONE,NONE,Conference,NONE,NONE,NONE
263,264,"NOVEMBER 19 Southwest IDEAS Investor Conference Dallas, TX",https://sparton.com/press-room/,64,NONE,NONE,NONE,Conference,NONE,NONE,NONE
264,265,"SEPTEMBER 30 - OCTOBER 1 Watertown, SD Open House & Career Fair 2920 Kelly Avenue Watertown, SD 57201",https://sparton.com/press-room/,64,NONE,NONE,NONE,None/Other,NONE,NONE,NONE
265,266,"SEPTEMBER 17 Singular Research Conference Los Angeles, CA",https://sparton.com/press-room/,64,SINGULAR RESEARCH,NONE,NONE,Conference,NONE,NONE,NONE
266,267,"SEPTEMBER 2 Sidoti & Company Emerging Growth Conference New York, NY",https://sparton.com/press-room/,64,SIDOTI & COMPANY,NONE,NONE,Conference,NONE,NONE,NONE
267,268,"JUNE 2, 2021 William Blair Conference 2021 Webcast Webcast(opens in new window)",https://investor.bootbarn.com/events-and-presentations/default.aspx,65,WILLIAM BLAIR,2021,NONE,Conference,"Jun 02, 2021",NONE,NONE
268,269,"MAY 12, 2021 Boot Barn Holdings, Inc. Fourth Quarter Fiscal Year 2021 Conference Call Webcast(opens in new window)",https://investor.bootbarn.com/events-and-presentations/default.aspx,65,"BOOT BARN HOLDINGS, INC.",2021,Q4,Conference,"May 12, 2021",NONE,NONE
269,270,"MARCH 10, 2021 UBS Conference 2021 Webcast Webcast(opens in new window)",https://investor.bootbarn.com/events-and-presentations/default.aspx,65,UBS,2021,NONE,Conference,"Mar 10, 2021",NONE,NONE
270,271,"JUNE 2, 2021 William Blair Conference 2021 Webcast Webcast(opens in new window)",https://investor.bootbarn.com/events-and-presentations/default.aspx,65,WILLIAM BLAIR,2021,NONE,Conference,"Jun 02, 2021",NONE,NONE
271,272,"MAY 12, 2021 Boot Barn Holdings, Inc. Fourth Quarter Fiscal Year 2021 Conference Call Webcast(opens in new window)",https://investor.bootbarn.com/events-and-presentations/default.aspx,65,"BOOT BARN HOLDINGS, INC.",2021,Q4,Conference,"May 12, 2021",NONE,NONE
272,273,"Yalla Group Ltd. First Quarter 2021 Earnings Conference Call  Monday, May 10, 2021  8:00pm EDT  Listen to the Webcast",http://stage.investorroom.com/yalla/Event-Calendar,66,YALLA GROUP LTD.,2021,Q1,Earnings Call,"May 10, 2021",20:00,ET
273,274,"Yalla Group Ltd. Fourth Quarter and Full Year 2020 Earnings Conference Call  Monday, March 15, 2021  8:00am EDT  Listen to the Webcast",http://stage.investorroom.com/yalla/Event-Calendar,66,YALLA GROUP LTD.,2020,Q4,Earnings Call,"Mar 15, 2021",08:00,ET
274,275,"Yalla Group Ltd. Third Quarter 2020 Earnings Conference Call  Monday, November 9, 2020  8:00pm EST  Listen to the Webcast",http://stage.investorroom.com/yalla/Event-Calendar,66,YALLA GROUP LTD.,2020,Q3,Earnings Call,"Nov 09, 2020",20:00,ET
275,276,"Second Quarter 2018 Financial Results Conference Call and Webcast: Thursday, August 9, 2018, at 8:00 a.m. ET",http://ocean-rig.irwebpage.com/presentations.html,67,NONE,2018,Q2,Conference,"Aug 09, 2018",08:00,ET
276,277,"First Quarter 2018 Financial Results Conference Call and Webcast: Thursday, May 17, 2018, at 8:00 a.m. ET",http://ocean-rig.irwebpage.com/presentations.html,67,NONE,2018,Q1,Earnings Call,"May 17, 2018",08:00,ET
277,278,"Fourth Quarter 2017 Financial Results Conference Call and Webcast: Wednesday, February 21, 2018, at 8:00 a.m. ET",http://ocean-rig.irwebpage.com/presentations.html,67,NONE,2017,Q4,Conference,"Feb 21, 2018",08:00,ET
278,279,"AUGUST 12, 2021 FY2021 Full Year and Fourth Quarter Conference Call View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,NONE,2021,Q4,Conference,"Aug 12, 2021",NONE,NONE
279,280,"JUNE 23, 2021 J.P. Morgan Energy, Power & Renewables Conference (Virtual) View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,J.P. MORGAN,NONE,NONE,Conference,"Jun 23, 2021",NONE,NONE
280,281,"JUNE 15, 2021 44th Nasdaq Virtual Investor Conference View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,NASDAQ,NONE,NONE,Shareholder Meeting,"Jun 15, 2021",NONE,NONE
281,282,"MAY 19, 2021 BofA Global Metals, Mining & Steel Virtual Conference 2021 View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,BOFA,2021,NONE,Conference,"May 19, 2021",NONE,NONE
282,283,"MAY 06, 2021 Fiscal 2021 Third Quarter Conference Call View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,NONE,2021,Q3,Conference,"May 06, 2021",NONE,NONE
283,284,07.06.2021 | 8:00 AM EDT Iveric Bio Conference Call Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,IVERIC BIO,NONE,NONE,Conference,"Jul 06, 2021",08:00,ET
284,285,"05.05.2021 | 8:00 AM EDT IVERIC bio, Inc. First Quarter 2021 Earnings Conference Call Listen to webcast",https://investors.ivericbio.com/events-and-presentation,69,"IVERIC BIO, INC.",2021,Q1,Earnings Call,"May 05, 2021",08:00,ET
285,286,03.03.2021 | 8:00 AM EST Iveric Bio Inc. Q4 and Year End 2020 results conference call Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,IVERIC BIO INC.,2020,Q4,Conference,"Mar 03, 2021",08:00,ET
286,287,01.14.2021 | 2:50 PM EST 39th Annual J.P. Morgan Healthcare Conference Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,J.P. MORGAN,NONE,Y,Conference,"Jan 14, 2021",14:50,ET
287,288,11.16.2020 | 11:20 AM EST Stifel 2020 Virtual Healthcare Conference Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,STIFEL,2020,NONE,Conference,"Nov 16, 2020",11:20,ET
288,289,13 JUL 2021 Goldman Sachs Global Head of Investor Relations Carey Halio on 2021 Second Quarter Earnings,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,2021,Q2,Earnings Release,"Jul 13, 2021",NONE,NONE
289,290,03 JUN 2021 Goldman Sachs Presentation at Bernstein’s 37th Annual Strategic Decisions Conference,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,NONE,Y,Conference,"Jun 03, 2021",NONE,NONE
290,291,13 MAY 2021 Goldman Sachs Fixed Income Investor Conference Call,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,NONE,NONE,Conference,"May 13, 2021",NONE,NONE
291,292,14 APR 2021 Goldman Sachs Global Head of Investor Relations Heather Kennedy Miner on 2021 First Quarter Earnings,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,2021,Q1,Earnings Release,"Apr 14, 2021",NONE,NONE
292,293,09 MAR 2021 Goldman Sachs to Present at the RBC Global Financial Institutions Conference 2021,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,2021,NONE,Conference,"Mar 09, 2021",NONE,NONE
293,294,"Jun 21, 2021 at 3:20 PM EDT Raymond James Human Health Innovation Conference Fireside Chat",https://www.harmonybiosciences.com/investors/,71,RAYMOND JAMES,NONE,NONE,Conference,"Jun 21, 2021",15:20,ET
294,295,"Jun 10, 2021 Goldman Sachs 42nd Annual Global Healthcare Conference Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,GOLDMAN SACHS,NONE,Y,Conference,"Jun 10, 2021",NONE,NONE
295,296,"Jun 02, 2021 at 2:30 PM EDT Jefferies Virtual Healthcare Conference Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,JEFFERIES,NONE,NONE,Conference,"Jun 02, 2021",14:30,ET
296,297,"May 21, 2021 Oppenheimer Rare and Orphan Disease Summit Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,OPPENHEIMER,NONE,NONE,Conference,"May 21, 2021",NONE,NONE
297,298,"May 11, 2021 at 8:30 AM EDT First Quarter 2021 Financial Results Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,NONE,2021,Q1,Earnings Release,"May 11, 2021",08:30,ET
298,299,"Thursday, August 5, 2021 01:00 PM ET Global Net Lease, Inc. Q2 2021 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,GLOBAL NET LEASE,2021,Q2,Earnings Call,"Aug 05, 2021",13:00,ET
299,300,"Thursday, May 6, 2021 01:00 PM ET Global Net Lease, Inc. Q1 2021 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2021,Q1,Earnings Call,"May 06, 2021",13:00,ET
300,301,"Wednesday, February 24, 2021 11:00 AM ET Global Net Lease, Inc. Q4 2020 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2020,Q4,Earnings Call,"Feb 24, 2021",11:00,ET
301,302,"Thursday, November 5, 2020 01:00 PM ET Global Net Lease, Inc. Q3 2020 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2020,Q3,Earnings Call,"Nov 05, 2020",13:00,ET
302,303,"Wednesday, August 5, 2020 11:00 AM ET Global Net Lease, Inc. Q2 2020 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2020,Q2,Earnings Call,"Aug 05, 2020",11:00,ET
303,304,09/24/2020 11:00 AM ET 2020 Annual Meeting of Shareholders Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,NONE,2020,Y,Shareholder Meeting,"Sep 24, 2020",11:00,ET
304,305,05/07/2020 11:00 AM ET Virtual Meeting of Cincinnati Bell Shareholders Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,CINCINNATI BELL,NONE,NONE,Shareholder Meeting,"May 07, 2020",11:00,ET
305,306,12/03/2019 01:00 PM PST Wells Fargo 2019 TMT Summit Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,WELLS FARGO,2019,NONE,Conference,"Dec 03, 2019",13:00,PDT
306,307,11/07/2019 09:00 AM EST Q3 2019 Cincinnati Bell Earnings Conference Call Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,CINCINNATI BELL,2019,Q3,Earnings Call,"Nov 07, 2019",09:00,ET
307,308,02/18/2021 Q4 2020 Cincinnati Bell Earnings Release,https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,CINCINNATI BELL,2020,Q4,Earnings Release,"Feb 18, 2021",NONE,NONE
308,309,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Y,Shareholder Meeting,"Jul 20, 2021",10:00,ET
309,310,"Roth Virtual London Conference Jun 23, 2021",https://ir.id-systems.com/company-information/presentations,74,ROTH,NONE,NONE,Conference,"Jun 23, 2021",NONE,NONE
310,311,"16th Annual Needham Virtual Technology & Media Conference May 19, 2021 • 11:45 am EDT",https://ir.id-systems.com/company-information/presentations,74,NEEDHAM,NONE,Y,Conference,"May 19, 2021",11:45,ET
311,312,"Q1 2021 Earnings Conference Call May 5, 2021 • 8:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Q1,Earnings Call,"May 05, 2021",08:00,ET
312,313,"Q4 2020 Earnings Conference Call Feb 25, 2021 • 8:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2020,Q4,Earnings Call,"Feb 25, 2021",08:00,ET
313,314,"Aug 3, 2021 at 2:00 PM EDT Q2 2021 American States Water Earnings Conference Call Listen To Webcast",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2021,Q2,Earnings Call,"Aug 03, 2021",14:00,ET
314,315,"May 18, 2021 at 10:00 AM PDT 2021 Virtual Annual Meeting of Shareholders Click here for Event Replay",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,NONE,2021,Y,Shareholder Meeting,"May 18, 2021",10:00,PDT
315,316,"May 4, 2021 at 2:00 PM EDT Q1 2021 American States Water Earnings Conference Call",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2021,Q1,Earnings Call,"May 04, 2021",14:00,ET
316,317,"Feb 23, 2021 at 2:00 PM EST Q4 2020 American States Water Earnings Conference Call",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2020,Q4,Earnings Call,"Feb 23, 2021",14:00,ET
317,318,"Nov 3, 2020 at 2:00 PM EST Q3 2020 American States Water Earnings Conference Call",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2020,Q3,Earnings Call,"Nov 03, 2020",14:00,ET
318,319,"Helius Medical Technologies, Inc. to Present at The Ladenburg Thalmann Healthcare Conference  Wednesday,July 14th at 11:30 a.m. Eastern Time.. Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,NONE,Conference,NONE,11:30,NONE
319,320,"Helius Medical Technologies, Inc. First Quarter 2021 Earnings Conference Call Monday, May 17, 2021 at 05:00 PM Eastern Daylight Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",2021,Q1,Earnings Call,"May 17, 2021",17:00,ET
320,321,"Helius Medical Technologies, Inc. Fourth Quarter 2020 Earnings Conference Call  Wednesday, March 10, 2021 at 05:00 PM Eastern Daylight Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,HELIUS MEDICAL TECHNOLOGIES,2020,Q4,Earnings Call,"Mar 10, 2021",17:00,ET
321,322,"Helius Medical Technologies, Inc. to Present at the Noble Capital Markets 17th Annual Small & Microcap Investor Conference Tuesday, January 19th at 11:15 a.m. Eastern Time. Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,Y,Conference,NONE,11:15,ET
322,323,"Helius Medical Technologies, Inc. to Present at the ICR Conference 2021 Thursday, January 14th at 10:45 a.m. Eastern Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,NONE,Conference,"Jan 14, 2021",10:45,ET
323,324,"Thursday, August 5, 2021 01:00 PM ET SECOND QUARTER 2021 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2021,Q2,Earnings Call,"Aug 05, 2021",13:00,ET
324,325,"Wednesday, April 28, 2021 11:00 AM ET FIRST QUARTER 2021 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2021,Q1,Conference,"Apr 28, 2021",11:00,ET
325,326,"Thursday, February 18, 2021 11:00 AM ET FOURTH QUARTER 2020 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2020,Q4,Earnings Call,"Feb 18, 2021",11:00,ET
