id,event_text,url,url_id,company,fiscal_year,fiscal_period,event_type,date,time,timezone
278,"Fourth Quarter 2017 Financial Results Conference Call and Webcast: Wednesday, February 21, 2018, at 8:00 a.m. ET",http://ocean-rig.irwebpage.com/presentations.html,67,NONE,2017,Q4,Conference,"Feb 21, 2018",08:00 AM,ET
279,"AUGUST 12, 2021 FY2021 Full Year and Fourth Quarter Conference Call View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,NONE,2021,Q4  ,Conference,"Aug 12, 2021",NONE,NONE
280,"JUNE 23, 2021 J.P. Morgan Energy, Power & Renewables Conference (Virtual) View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,J.P. MORGAN,NONE,NONE,Conference,"Jun 23, 2021",NONE,NONE
281,"JUNE 15, 2021 44th Nasdaq Virtual Investor Conference View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,NASDAQ,NONE,NONE,Shareholder Meeting,"Jun 15, 2021",NONE,NONE
282,"MAY 19, 2021 BofA Global Metals, Mining & Steel Virtual Conference 2021 View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,BOFA,2021,NONE,Conference,"May 19, 2021",NONE,NONE
283,"MAY 06, 2021 Fiscal 2021 Third Quarter Conference Call View the Webcast",https://www.royalgold.com/investors/events-presentations/,68,NONE,2021,Q3,Conference,"May 6, 2021",NONE,NONE
284,07.06.2021 | 8:00 AM EDT Iveric Bio Conference Call Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,IVERIC BIO,NONE,NONE,Conference,"Jul 6, 2021",08:00 AM,ET
285,"05.05.2021 | 8:00 AM EDT IVERIC bio, Inc. First Quarter 2021 Earnings Conference Call Listen to webcast",https://investors.ivericbio.com/events-and-presentation,69,"IVERIC BIO, INC.",2021,Q1,Earnings Call,"May 5, 2021",08:00 AM,ET
286,03.03.2021 | 8:00 AM EST Iveric Bio Inc. Q4 and Year End 2020 results conference call Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,IVERIC BIO INC.,2020,Q4,Conference,"Mar 3, 2021",08:00 AM,ET
287,01.14.2021 | 2:50 PM EST 39th Annual J.P. Morgan Healthcare Conference Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,J.P. MORGAN,NONE,Y,Conference,"Jan 14, 2021",02:50 PM,ET
288,11.16.2020 | 11:20 AM EST Stifel 2020 Virtual Healthcare Conference Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,STIFEL,2020,NONE,Conference,"Nov 16, 2020",11:20 AM,ET
289,13 JUL 2021 Goldman Sachs Global Head of Investor Relations Carey Halio on 2021 Second Quarter Earnings,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,2021,Q2,Earnings Release,"Jul 13, 2021",NONE,NONE
290,03 JUN 2021 Goldman Sachs Presentation at Bernstein’s 37th Annual Strategic Decisions Conference,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,NONE,Y,Conference,"Jun 3, 2021",NONE,NONE
291,13 MAY 2021 Goldman Sachs Fixed Income Investor Conference Call,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,NONE,NONE,Conference,"May 13, 2021",NONE,NONE
292,14 APR 2021 Goldman Sachs Global Head of Investor Relations Heather Kennedy Miner on 2021 First Quarter Earnings,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,2021,Q1,Earnings Release,"Apr 14, 2021",NONE,NONE
293,09 MAR 2021 Goldman Sachs to Present at the RBC Global Financial Institutions Conference 2021,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,2021,NONE,Conference,"Mar 9, 2021",NONE,NONE
294,"Jun 21, 2021 at 3:20 PM EDT Raymond James Human Health Innovation Conference Fireside Chat",https://www.harmonybiosciences.com/investors/,71,RAYMOND JAMES,NONE,NONE,Conference,"Jun 21, 2021",03:20 PM,ET
295,"Jun 10, 2021 Goldman Sachs 42nd Annual Global Healthcare Conference Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,GOLDMAN SACHS,NONE,Y,Conference,"Jun 10, 2021",NONE,NONE
296,"Jun 02, 2021 at 2:30 PM EDT Jefferies Virtual Healthcare Conference Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,JEFFERIES,NONE,NONE,Conference,"Jun 2, 2021",02:30 PM,ET
297,"May 21, 2021 Oppenheimer Rare and Orphan Disease Summit Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,OPPENHEIMER,NONE,NONE,Conference,"May 21, 2021",NONE,NONE
298,"May 11, 2021 at 8:30 AM EDT First Quarter 2021 Financial Results Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,NONE,2021,Q1,Earnings Release,"May 11, 2021",08:30 AM,ET
299,"Thursday, August 5, 2021 01:00 PM ET Global Net Lease, Inc. Q2 2021 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2021,Q2,Earnings Call,"Aug 5, 2021",01:00 PM,ET
300,"Thursday, May 6, 2021 01:00 PM ET Global Net Lease, Inc. Q1 2021 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2021,Q1,Earnings Call,"May 6, 2021",01:00 PM,ET
301,"Wednesday, February 24, 2021 11:00 AM ET Global Net Lease, Inc. Q4 2020 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2020,Q4,Earnings Call,"Feb 24, 2021",11:00 AM,ET
302,"Thursday, November 5, 2020 01:00 PM ET Global Net Lease, Inc. Q3 2020 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2020,Q3,Earnings Call,"Nov 5, 2020",01:00 PM,ET
303,"Wednesday, August 5, 2020 11:00 AM ET Global Net Lease, Inc. Q2 2020 Earnings Call",http://investors.globalnetlease.com/investor-relations/news-events/event-calendar/default.aspx,72,"GLOBAL NET LEASE, INC.",2020,Q2,Earnings Call,"Aug 5, 2020",11:00 AM,ET
304,09/24/2020 11:00 AM ET 2020 Annual Meeting of Shareholders Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,NONE,2020,Y,Shareholder Meeting,"Sep 24, 2020",11:00 AM,ET
305,05/07/2020 11:00 AM ET Virtual Meeting of Cincinnati Bell Shareholders Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,CINCINNATI BELL,NONE,NONE,Shareholder Meeting,"May 7, 2020",11:00 AM,ET
306,12/03/2019 01:00 PM PST Wells Fargo 2019 TMT Summit Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,WELLS FARGO,2019,NONE,Conference,"Dec 3, 2019",01:00 PM,PDT
307,11/07/2019 09:00 AM EST Q3 2019 Cincinnati Bell Earnings Conference Call Webcast(opens in new window),https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,CINCINNATI BELL,2019,Q3,Earnings Call,"Nov 7, 2019",09:00 AM,ET
308,02/18/2021 Q4 2020 Cincinnati Bell Earnings Release,https://investor.cincinnatibell.com/events-and-presentations/default.aspx,73,CINCINNATI BELL,2020,Q4,Earnings Release,"Feb 18, 2021",NONE,NONE
309,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Y,Shareholder Meeting,"Jul 20, 2021",10:00 AM,ET
310,"Roth Virtual London Conference Jun 23, 2021",https://ir.id-systems.com/company-information/presentations,74,ROTH,NONE,NONE,Conference,"Jun 23, 2021",NONE,NONE
311,"16th Annual Needham Virtual Technology & Media Conference May 19, 2021 • 11:45 am EDT",https://ir.id-systems.com/company-information/presentations,74,NEEDHAM,NONE,Y,Conference,"May 19, 2021",11:45 AM,ET
312,"Q1 2021 Earnings Conference Call May 5, 2021 • 8:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Q1,Earnings Call,"May 5, 2021",08:00 AM,ET
313,"Q4 2020 Earnings Conference Call Feb 25, 2021 • 8:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2020,Q4,Earnings Call,"Feb 25, 2021",08:00 AM,ET
314,"Aug 3, 2021 at 2:00 PM EDT Q2 2021 American States Water Earnings Conference Call Listen To Webcast",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2021,Q2,Earnings Call,"Aug 3, 2021",02:00 PM,ET
315,"May 18, 2021 at 10:00 AM PDT 2021 Virtual Annual Meeting of Shareholders Click here for Event Replay",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,NONE,2021,Y,Shareholder Meeting,"May 18, 2021",10:00 AM,PDT
316,"May 4, 2021 at 2:00 PM EDT Q1 2021 American States Water Earnings Conference Call",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2021,Q1,Earnings Call,"May 4, 2021",02:00 PM,ET
317,"Feb 23, 2021 at 2:00 PM EST Q4 2020 American States Water Earnings Conference Call",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2020,Q4,Earnings Call,"Feb 23, 2021",02:00 PM,ET
318,"Nov 3, 2020 at 2:00 PM EST Q3 2020 American States Water Earnings Conference Call",https://americanstateswatercompany.gcs-web.com/news-events/event-calendar,76,AMERICAN STATES WATER,2020,Q3,Earnings Call,"Nov 3, 2020",02:00 PM,ET
319,"Helius Medical Technologies, Inc. to Present at The Ladenburg Thalmann Healthcare Conference  Wednesday,July 14th at 11:30 a.m. Eastern Time.. Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,NONE,Conference,NONE,11:30 AM,NONE
320,"Helius Medical Technologies, Inc. First Quarter 2021 Earnings Conference Call Monday, May 17, 2021 at 05:00 PM Eastern Daylight Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",2021,Q1,Earnings Call,"May 17, 2021",05:00 PM,ET
321,"Helius Medical Technologies, Inc. Fourth Quarter 2020 Earnings Conference Call  Wednesday, March 10, 2021 at 05:00 PM Eastern Daylight Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,HELIUS MEDICAL TECHNOLOGIES,2020,Q4,Earnings Call,"Mar 10, 2021",05:00 PM,ET
322,"Helius Medical Technologies, Inc. to Present at the Noble Capital Markets 17th Annual Small & Microcap Investor Conference Tuesday, January 19th at 11:15 a.m. Eastern Time. Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,Y,Conference,NONE,11:15 AM,ET
323,"Helius Medical Technologies, Inc. to Present at the ICR Conference 2021 Thursday, January 14th at 10:45 a.m. Eastern Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,NONE,Conference,"Jan 14, 2021",10:45 AM,ET
324,"Thursday, August 5, 2021 01:00 PM ET SECOND QUARTER 2021 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2021,Q2,Earnings Call,"Aug 5, 2021",01:00 PM,ET
325,"Wednesday, April 28, 2021 11:00 AM ET FIRST QUARTER 2021 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2021,Q1,Conference,"Apr 28, 2021",11:00 AM,ET
326,"Thursday, February 18, 2021 11:00 AM ET FOURTH QUARTER 2020 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2020,Q4,Earnings Call,"Feb 18, 2021",11:00 AM,ET
327,"Wednesday, October 28, 2020 11:00 AM ET THIRD QUARTER 2020 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2020,Q3,Earnings Call,"Oct 28, 2020",11:00 AM,ET
328,"Thursday, May 7, 2020 11:00 AM ET FIRST QUARTER 2020 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2020,Q1,Earnings Call,"May 7, 2020",11:00 AM,ET
329,"Wednesday, August 4, 2021 JEFFERIES VIRTUAL INDUSTRIALS CONFERENCE",https://investors.cecoenviro.com/events-webcasts-and-presentations,80,JEFFERIES,NONE,NONE,Conference,"Aug 4, 2021",NONE,NONE
330,"Thursday, August 26, 2021 MIDWEST IDEAS INVESTOR CONFERENCE",https://investors.cecoenviro.com/events-webcasts-and-presentations,80,NONE,NONE,NONE,Conference,"Aug 26, 2021",NONE,NONE
331,"Wednesday, November 17, 2021 SOUTHWEST IDEAS INVESTOR CONFERENCE",https://investors.cecoenviro.com/events-webcasts-and-presentations,80,SOUTHWEST IDEAS,NONE,NONE,Conference,"Nov 17, 2021",NONE,NONE
332,"Thursday, June 17, 2021 EAST COAST IDEAS INVESTOR CONFERENCE",https://investors.cecoenviro.com/events-webcasts-and-presentations,80,NONE,NONE,NONE,Conference,"Jun 17, 2021",NONE,NONE
333,"Thursday, May 6, 2021 Q1 2021 EARNINGS CALL Listen to the Webcast",https://investors.cecoenviro.com/events-webcasts-and-presentations,80,NONE,2021,Q1,Earnings Call,"May 6, 2021",NONE,NONE
334,"Digitalization in Energy Virtual Conference October 6, 2021 Streaming On-Demand",https://www.hartenergyconferences.com/future-events-updated,81,NONE,NONE,NONE,Conference,"Oct 6, 2021",NONE,NONE
335,"Energy Transition Capital Conference October 18-19, 2021 Houston, TX The Westin Houston, Memorial City",https://www.hartenergyconferences.com/future-events-updated,81,ENERGY TRANSITION CAPITAL,NONE,NONE,Conference,"Oct 18, 2021",NONE,NONE
336,"Offshore Executive Virtual Conference October 20, 2021 Streaming On-Demand",https://www.hartenergyconferences.com/future-events-updated,81,OFFSHORE,NONE,NONE,Conference,"Oct 20, 2021",NONE,NONE
337,"The DUG Bakken & Rockies Virtual Conference Streaming On-Demand Starting September 8, 2021",https://www.hartenergyconferences.com/future-events-updated,81,DUG BAKKEN & ROCKIES,NONE,NONE,Conference,"Sep 8, 2021",NONE,NONE
338,"The A&D Strategies and Opportunities Conference Returns to Dallas! September 28-29, 2021 Fairmont Hotel | Dallas, TX",https://www.hartenergyconferences.com/future-events-updated,81,NONE,NONE,NONE,Conference,"Sep 28, 2021",NONE,NONE
339,"Aug 5, 2021 5:00 pm EDT Q2 2021 Earnings Conference Call",http://ir.flooranddecor.com/news-and-events/events-and-presentations/default.aspx,82,NONE,2021,Q2,Earnings Call,"Aug 5, 2021",05:00 PM,ET
340,"Jun 16, 2021 1:15 pm EDT Evercore ISI Consumer & Retail Summit",http://ir.flooranddecor.com/news-and-events/events-and-presentations/default.aspx,82,EVERCORE,NONE,NONE,Conference,"Jun 16, 2021",01:15 PM,ET
341,"Jun 8, 2021 2:00 pm EDT Baird’s 2021 Global Consumer, Technology & Services Conference",http://ir.flooranddecor.com/news-and-events/events-and-presentations/default.aspx,82,BAIRD,2021,NONE,Conference,"Jun 8, 2021",02:00 PM,ET
342,"Jun 2, 2021 12:40 pm CDT William Blair 41st Annual Growth Stock Conference",http://ir.flooranddecor.com/news-and-events/events-and-presentations/default.aspx,82,WILLIAM BLAIR,NONE,Y,Conference,"Jun 2, 2021",12:40 PM,CDT
343,"May 13, 2021 5:00 pm EDT Floor & Decor Acquires Spartan Surfaces",http://ir.flooranddecor.com/news-and-events/events-and-presentations/default.aspx,82,FLOOR & DECOR,NONE,NONE,None/Other,"May 13, 2021",05:00 PM,ET
344,"Apr 27, 2021 10:00 am EDT Shareowners' Virtual Meeting 2021",http://investors.ccbg.com/Presentations,85,NONE,2021,NONE,Shareholder Meeting,"Apr 27, 2021",10:00 AM,ET
345,"Thursday, July 29, 2021 10:00 AM ET Q2 Earnings Conference Call",http://investor.pebblebrookhotels.com/Webcasts/Index?keyGenPage=438344,86,NONE,NONE,Q2,Earnings Call,"Jul 29, 2021",10:00 AM,ET
346,"Friday, April 30, 2021 9:00 AM ET Q1 Earnings Conference Call",http://investor.pebblebrookhotels.com/Webcasts/Index?keyGenPage=438344,86,NONE,NONE,Q1,Earnings Call,"Apr 30, 2021",09:00 AM,ET
347,"Wednesday, February 24, 2021 9:00 AM ET Q4 Earnings Conference Call",http://investor.pebblebrookhotels.com/Webcasts/Index?keyGenPage=438344,86,NONE,NONE,Q4,Earnings Call,"Feb 24, 2021",09:00 AM,ET
348,"Friday, October 30, 2020 9:00 AM ET Q3 Earnings Conference Call",http://investor.pebblebrookhotels.com/Webcasts/Index?keyGenPage=438344,86,NONE,NONE,Q3,Earnings Call,"Oct 30, 2020",09:00 AM,ET
349,"Friday, July 31, 2020 9:00 AM ET Q2 Earnings Conference Call",http://investor.pebblebrookhotels.com/Webcasts/Index?keyGenPage=438344,86,NONE,NONE,Q2,Earnings Call,"Jul 31, 2020",09:00 AM,ET
350,"Evercore ISI Consumer & Retail Summit  Tuesday, June 15, 2021  8:45am EDT  Listen to the Webcast",https://genuineparts.investorroom.com/events-webcasts,87,EVERCORE,NONE,NONE,Conference,"Jun 15, 2021",08:45 AM,ET
351,"Second Qtr. 2020 Earnings Conference Call  Thursday, July 30, 2020  11:00am - 12:00pm EDT  Listen to the Webcast",https://genuineparts.investorroom.com/events-webcasts,87,NONE,2020,Q2,Earnings Call,"Jul 30, 2020",12:00 PM,ET
352,"2021 Virtual Annual Shareholder Meeting  Thursday, April 29, 2021  10:00am EDT",https://genuineparts.investorroom.com/events-webcasts,87,NONE,2021,Y,Shareholder Meeting,"Apr 29, 2021",10:00 AM,ET
353,"Third Qtr. 2020 Earnings Conference Call  Thursday, October 22, 2020  11:00am - 12:00pm EDT  Listen to the Webcast",https://genuineparts.investorroom.com/events-webcasts,87,NONE,2020,Q3,Earnings Call,"Oct 22, 2020",12:00 PM,ET
354,"RBC Capital Markets Global Consumer and Retail Conference  Wednesday, June 2, 2021  2:00pm EDT  Listen to the Webcast",https://genuineparts.investorroom.com/events-webcasts,87,RBC CAPITAL MARKETS,NONE,NONE,Conference,"Jun 2, 2021",02:00 PM,ET
355,"Q2 2021 Surgery Partners, Inc. Earnings Conference Call Aug 4, 2021 at 8:30 AM EDT Click here to view the Q2 2021 webcast",http://ir.surgerypartners.com/events-and-presentations/presentations,88,"SURGERY PARTNERS, INC.",2021,Q2,Earnings Call,"Aug 4, 2021",08:30 AM,ET
356,"Jefferies Virtual Healthcare Conference Jun 2, 2021 Click here to view webcast of the Jefferies Virtual Healthcare Conference",http://ir.surgerypartners.com/events-and-presentations/presentations,88,JEFFERIES,NONE,NONE,Conference,"Jun 2, 2021",NONE,NONE
357,"2021 RBC Capital Markets Global Healthcare Conference May 18, 2021 at 9:45 AM EDT Click here to view the webcast of the 2021 RBC Capital Markets Global Healthcar…",http://ir.surgerypartners.com/events-and-presentations/presentations,88,RBC CAPITAL MARKETS,2021,NONE,Conference,"May 18, 2021",09:45 AM,ET
358,"2021 Bank of America Merrill Lynch Healthcare Conference May 11, 2021 at 9:30 AM EDT Click here to view webcast of the 2021 Bank of America Merrill Lynch Healthcare…",http://ir.surgerypartners.com/events-and-presentations/presentations,88,BANK OF AMERICA MERRILL LYNCH,2021,NONE,Conference,"May 11, 2021",09:30 AM,ET
359,"Q1 2021 Surgery Partners, Inc. Earnings Conference Call May 5, 2021 at 8:30 AM EDT Click here to view the Q1 2021 webcast",http://ir.surgerypartners.com/events-and-presentations/presentations,88,SURGERY PARTNERS,2021,Q1,Earnings Call,"May 5, 2021",08:30 AM,ET
360,"May 25, 2021 at 11:00 AM EDT UBS Global Healthcare Virtual Conference Click here for Webcast",http://investors.cryolife.com/webcasts-and-presentations,89,UBS,NONE,NONE,Conference,"May 25, 2021",11:00 AM,ET
361,"Apr 29, 2021 at 4:30 PM EDT Q1 2021 CryoLife, Inc. Earnings Conference Call Click here for Webcast",http://investors.cryolife.com/webcasts-and-presentations,89,"CRYOLIFE, INC.",2021,Q1,Earnings Call,"Apr 29, 2021",04:30 PM,ET
362,"Jul 28, 2021 - 2:00 PM PST Facebook Q2 2021 Earnings  Listen to Webcast",https://investor.fb.com/investor-events/default.aspx,90,FACEBOOK,2021,Q2,Earnings Release,"Jul 28, 2021",02:00 PM,PDT
363,"May 26, 202110:00 AM PT Facebook 2021 Annual Shareholder Meeting",https://investor.fb.com/investor-events/default.aspx,90,FACEBOOK,2021,Y,Shareholder Meeting,"May 26, 2021",10:00 AM,PDT
364,"Apr 28, 20212:00 PM PT Facebook Q1 2021 Earnings",https://investor.fb.com/investor-events/default.aspx,90,FACEBOOK,2021,Q1,None/Other,"Apr 28, 2021",02:00 PM,PDT
365,"Mar 02, 202111:00 AM PT Morgan Stanley 2021 Technology, Media & Telecom Conference",https://investor.fb.com/investor-events/default.aspx,90,MORGAN STANLEY,2021,NONE,Conference,"Mar 2, 2021",11:00 AM,PDT
366,"Jan 27, 20212:00 PM PT Facebook Q4 2020 Earnings",https://investor.fb.com/investor-events/default.aspx,90,FACEBOOK,2020,Q4,Earnings Release,"Jan 27, 2021",02:00 PM,PDT
367,"Hannon Armstrong Annual Meeting of Stockholders Thursday, June 3, 2021 - 9:30 AM ET Webcast",https://investors.hannonarmstrong.com/news-and-presentations/event-calendar/default.aspx,91,HANNON ARMSTRONG,NONE,Y,Shareholder Meeting,"Jun 3, 2021",09:30 AM,ET
368,"Q1 2021 Earnings Conference Call and Webcast Tuesday, May 4, 2021 - 5:00 PM ET Webcast",https://investors.hannonarmstrong.com/news-and-presentations/event-calendar/default.aspx,91,NONE,2021,Q1,Earnings Call,"May 4, 2021",05:00 PM,ET
369,"Q4 & FY 2020 Earnings Conference Call and Webcast Thursday, February 18, 2021 - 5:00 PM ET Webcast",https://investors.hannonarmstrong.com/news-and-presentations/event-calendar/default.aspx,91,NONE,2020,Q4,Earnings Call,"Feb 18, 2021",05:00 PM,ET
370,"Wednesday, December 30, 2020 10:00 AM ET Baird Investor Webinar",https://investors.hannonarmstrong.com/news-and-presentations/event-calendar/default.aspx,91,BAIRD,NONE,NONE,None/Other,"Dec 30, 2020",10:00 AM,ET
371,"Thursday, November 5, 2020 5:00 PM ET Q3 2020 Earnings Conference Call and Webcast",https://investors.hannonarmstrong.com/news-and-presentations/event-calendar/default.aspx,91,NONE,2020,Q3,Earnings Call,"Nov 5, 2020",05:00 PM,ET
372,"Friday, May 21, 2021	 First Quarter 2021 Results",https://www.flowersfoods.com/investors/resources/current-investor-presentation,92,NONE,2021,Q1,None/Other,"May 21, 2021",NONE,NONE
373,"Friday, Feb. 12, 2021	 4Q and Full Year 2020 Results",https://www.flowersfoods.com/investors/resources/current-investor-presentation,92,NONE,2020,Q4,None/Other,"Feb 12, 2021",NONE,NONE
374,"Friday, Nov. 6, 2020	 Third Quarter 2020 Results",https://www.flowersfoods.com/investors/resources/current-investor-presentation,92,NONE,2020,Q3,None/Other,"Nov 6, 2020",NONE,NONE
375,"Thursday, May 21, 2020	 Virtual Shareholders Meeting 2020",https://www.flowersfoods.com/investors/resources/current-investor-presentation,92,NONE,2020,NONE,Shareholder Meeting,"May 21, 2020",NONE,NONE
376,"Thursday, May 14, 2020	 First Quarter 2020 Results",https://www.flowersfoods.com/investors/resources/current-investor-presentation,92,NONE,2020,Q1,None/Other,"May 14, 2020",NONE,NONE
377,"August 9, 2021 at 8:00 AM EDT  Second Quarter 2021 Earnings Call",https://investors.biontech.de/events-and-presentations,93,NONE,2021,Q2,Earnings Call,"Aug 9, 2021",08:00 AM,ET
378,"November 9, 2021 at 8:00 AM EST  Third Quarter 2021 Earnings Call",https://investors.biontech.de/events-and-presentations,93,NONE,2021,Q3,Earnings Call,"Nov 9, 2021",08:00 AM,ET
379,"June 22, 2021  Annual General Meeting",https://investors.biontech.de/events-and-presentations,93,NONE,NONE,Y,None/Other,"Jun 22, 2021",NONE,NONE
380,"June 21, 2021 at 10:00 AM CEST  SVB Leerink CybeRx Series: Vaccine Forum",https://investors.biontech.de/events-and-presentations,93,SVB LEERINK,NONE,NONE,None/Other,"Jun 21, 2021",10:00 AM,CDT
381,"June 15 - June 16, 2021  Citi European Healthcare Conference",https://investors.biontech.de/events-and-presentations,93,NONE,NONE,NONE,Conference,"Jun 15, 2021",NONE,NONE
382,"Jun 9, 2021 at 9:40 AM EDT Fireside Chat at the Goldman Sachs 42nd Annual Global Healthcare Conference Webcast Link",http://investors.tcr2.com/,94,GOLDMAN SACHS,NONE,Y,Conference,"Jun 9, 2021",09:40 AM,ET
383,"Jun 2, 2021 at 2:30 PM EDT Jefferies Virtual Healthcare Conference Webcast Link",http://investors.tcr2.com/,94,JEFFERIES,NONE,NONE,Conference,"Jun 2, 2021",02:30 PM,ET
384,"May 5, 2021 at 11:20 AM EDT 7th Annual Truist Securities Life Sciences Summit Webcast Link",http://investors.tcr2.com/,94,TRUIST SECURITIES,NONE,Y,Conference,"May 5, 2021",11:20 AM,ET
385,"Apr 14, 2021 at 8:00 AM EDT 20th Annual Needham Virtual Healthcare Conference Webcast Link",http://investors.tcr2.com/,94,NEEDHAM,NONE,Y,Conference,"Apr 14, 2021",08:00 AM,ET
386,"Mar 17, 2021 at 11:00 AM EDT Fireside Chat at the 33rd Annual Roth Conference Webcast Link",http://investors.tcr2.com/,94,NONE,NONE,Y,Conference,"Mar 17, 2021",11:00 AM,ET
387,"July 22, 2021 04:30 PM EST Del Taco Restaurants 2Q21 Earnings Call",http://investor.deltaco.com/news-and-events/events-and-presentations/default.aspx,95,DEL TACO,2021,Q2,Earnings Call,"Jul 22, 2021",04:30 PM,ET
388,"April 29, 2021 Del Taco Restaurants 1Q21 Earnings Call",http://investor.deltaco.com/news-and-events/events-and-presentations/default.aspx,95,DEL TACO,2021,Q1,Earnings Call,"Apr 29, 2021",NONE,NONE
389,"March 8, 2021 Del Taco Restaurants 4Q20 Earnings Call",http://investor.deltaco.com/news-and-events/events-and-presentations/default.aspx,95,DEL TACO RESTAURANTS,2020,Q4,Earnings Call,"Mar 8, 2021",NONE,NONE
390,"January 12, 2021 2021 ICR Conference",http://investor.deltaco.com/news-and-events/events-and-presentations/default.aspx,95,ICR,2021,NONE,Conference,"Jan 12, 2021",NONE,NONE
391,06/09/2021 11:20 AM ET Stifel's 2021 Cross Sector Insight Conference WEBCAST(OPENS IN NEW WINDOW),https://ontoinnovation.com/company/events,96,STIFEL,2021,NONE,Conference,"Jun 9, 2021",11:20 AM,ET
392,04/29/2021 04:30 PM ET Onto Innovation 1st Quarter Earnings Release WEBCAST(OPENS IN NEW WINDOW),https://ontoinnovation.com/company/events,96,ONTO INNOVATION,NONE,Q1,Earnings Release,"Apr 29, 2021",04:30 PM,ET
393,"03/04/2021 12:30 PM ET Morgan Stanley Technology, Media and Telecom Conference WEBCAST(OPENS IN NEW WINDOW)",https://ontoinnovation.com/company/events,96,MORGAN STANLEY,NONE,NONE,Conference,"Mar 4, 2021",12:30 PM,ET
394,02/04/2021 04:30 PM ET Onto Innovation 4th Quarter Earnings Release WEBCAST(OPENS IN NEW WINDOW),https://ontoinnovation.com/company/events,96,ONTO INNOVATION,NONE,Q4,Earnings Release,"Feb 4, 2021",04:30 PM,ET
395,01/13/2021 04:15 PM ET 23rd Annual Needham Growth Conference WEBCAST(OPENS IN NEW WINDOW),https://ontoinnovation.com/company/events,96,NEEDHAM,NONE,Y,Conference,"Jan 13, 2021",04:15 PM,ET
