id,event_text,url,url_id,company,fiscal_year,fiscal_period,event_type,date,time,timezone
382,"Jun 9, 2021 at 9:40 AM EDT Fireside Chat at the Goldman Sachs 42nd Annual Global Healthcare Conference Webcast Link",http://investors.tcr2.com/,94,GOLDMAN SACHS,NONE,Y,Conference,"Jun 9, 2021",09:40 AM,ET
84,"Jul 13, 2021 at 10:30 AM EDT Dushyant Varshney, Executive Vice President & Chief Technology Officer, will present at the mRNA-Based Therapeutics Summit",http://ir.arcturusrx.com/investor-calendar,19,NONE,NONE,NONE,None/Other,"Jul 13, 2021",10:30 AM,ET
886,"May 06, 2021	 Adient Q2 2021 Earnings Conference Call",https://investors.adient.com/events-and-presentations/events,222,ADIENT,2021,Q2,Earnings Call,"May 6, 2021",NONE,NONE
533,"Monday, November 25, 2019 4:15 PM ET Earnings Release: Fourth Quarter and Fiscal Yearend 2019.",https://investors.mreic.reit/events-presentations/default.aspx,133,NONE,2019,Q4,Earnings Release,"Nov 25, 2019",04:15 PM,ET
1003,"Abstracts submission site opening June 1, 2021",https://www.hematology.org/meetings/annual-meeting,251,NONE,NONE,NONE,None/Other,"Jun 1, 2021",NONE,NONE
823,"Arthur J. Gallagher & Co. Q2 2020 Earnings Conference Call (Replay) July 30, 2020 at 05:15 PM ET Webcast",https://investor.ajg.com/event-calendar,204,ARTHUR J. GALLAGHER & CO.,2020,Q2,Earnings Call,"Jul 30, 2020",05:15 PM,ET
446,"Jun 16, 2021 at 10:00 AM EDT	 JMP Securities Life Sciences Conference Click here for webcast",https://cuebiopharma.gcs-web.com/events-and-presentations/events/,110,JMP SECURITIES,NONE,NONE,Conference,"Jun 16, 2021",10:00 AM,ET
129,"Friday, April 30, 2021  8:30am CDT BBVA USA Bancshares, Inc. 1Q21 Earnings Release",https://bbvausa.investorroom.com/events,30,"BBVA USA BANCSHARES, INC.",2021,Q1,Earnings Release,"Apr 30, 2021",08:30 AM,CDT
360,"May 25, 2021 at 11:00 AM EDT UBS Global Healthcare Virtual Conference Click here for Webcast",http://investors.cryolife.com/webcasts-and-presentations,89,UBS,NONE,NONE,Conference,"May 25, 2021",11:00 AM,ET
946,"Q4 2020 Jamf Earnings Conference Call Mar 4, 2021 4:30 PM EST Click here for webcast",https://ir.jamf.com/news-events/presentations,235,JAMF,2020,Q4,Earnings Call,"Mar 4, 2021",04:30 PM,ET
782,"First Quarter 2021 Financial Results Call May 6, 2021 • 5:00 pm EDT",https://investor.stamps.com/company-information/presentations,193,NONE,2021,Q1,Earnings Call,"May 6, 2021",05:00 PM,ET
603,"Nov 2, 2020 11:00 AM EST	 Second Quarter Fiscal Year 2021 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2021,Q2,Earnings Call,"Nov 2, 2020",11:00 AM,ET
77,"Q1 Fiscal 2022 Earnings Release & Conference CallNov 02, 2021 09:30 AM ET",https://www.elcompanies.com/en/investors/events-and-presentations,18,NONE,2022,Q1,Earnings Release,"Nov 2, 2021",09:30 AM,ET
616,"Q4 2020 USANA Health Sciences Earnings Conference Call Feb 10, 2021 • 11:00am EDT",https://ir.usana.com/company-information/presentations,154,USANA HEALTH SCIENCES,2020,Q4,Earnings Call,"Feb 10, 2021",11:00 AM,ET
812,Veeva Systems' Fiscal 2022 First Quarter Results Conference Call Listen to Webcast,https://ir.veeva.com/investors/news-and-events/events-and-presentations/default.aspx,201,VEEVA SYSTEMS,2022,Q1,Earnings Call,NONE,NONE,NONE
569,"March 1, 2021 08:00 AM ET ONE Gas Morgan Stanley Energy and Power Conference",https://www.onegas.com/investors/events-and-presentations/default.aspx,143,ONE GAS,NONE,NONE,Conference,"Mar 1, 2021",08:00 AM,ET
219,"ConneXion June 1-8, 2021",https://ir.efi.com/events-presentations,52,CONNEXION,NONE,NONE,None/Other,"Jun 1, 2021",NONE,NONE
345,"Thursday, July 29, 2021 10:00 AM ET Q2 Earnings Conference Call",http://investor.pebblebrookhotels.com/Webcasts/Index?keyGenPage=438344,86,NONE,NONE,Q2,Earnings Call,"Jul 29, 2021",10:00 AM,ET
586,"Chiasma Q4 2020 Financial Results Call Mar 4, 2021 at 5:00 PM EST Listen to webcast",http://ir.chiasmapharma.com/events-presentations,147,CHIASMA,2020,Q4,Sales Results,"Mar 4, 2021",05:00 PM,ET
248,"Alleghany Corporation 2021 Second Quarter Results August 05, 2021",https://www.alleghany.com/investor-relations/events-and-presentations/default.aspx,60,ALLEGHANY CORPORATION,2021,Q2,None/Other,"Aug 5, 2021",NONE,NONE
389,"March 8, 2021 Del Taco Restaurants 4Q20 Earnings Call",http://investor.deltaco.com/news-and-events/events-and-presentations/default.aspx,95,DEL TACO RESTAURANTS,2020,Q4,Earnings Call,"Mar 8, 2021",NONE,NONE
793,"2021 Annual Meeting of Stockholders  May 10, 2021 at 11:00 AM EDT Listen to Webcast",https://investor.precisionbiosciences.com/events-and-presentations,195,NONE,2021,Y,Shareholder Meeting,"May 10, 2021",11:00 AM,ET
589,"Expert Panel on Acromegaly and the MPOWERED® Phase 3 Trial Results Nov 30, 2020 at 11:00 AM EST",http://ir.chiasmapharma.com/events-presentations,147,NONE,NONE,NONE,None/Other,"Nov 30, 2020",11:00 AM,ET
528,"TCG BDC, Inc. Second Quarter 2020 Earnings Call Aug 5, 2020 at 11:00 AM EDT",http://ir.tcgbdc.com/events-and-presentations,132,"TCG BDC, INC.",2020,Q2,Earnings Call,"Aug 5, 2020",11:00 AM,ET
452,"May 07, 2021	1st Quarter 2021 Earnings Conference Call	 Play",https://investor.graniteconstruction.com/,112,NONE,2021,Q1,Earnings Call,"May 7, 2021",NONE,NONE
526,"TCG BDC, Inc. Fourth Quarter 2020 Earnings Call Feb 24, 2021 at 11:00 AM EST",http://ir.tcgbdc.com/events-and-presentations,132,"TCG BDC, INC.",2020,Q4,Earnings Call,"Feb 24, 2021",11:00 AM,ET
875,"May 11, 2021 4:30 PM EDT	 Asensus Surgical, Inc. First Quarter Financial and Operating Results Conference Call Listen to webcast",http://ir.transenterix.com/events-and-presentations,220,"ASENSUS SURGICAL, INC.",NONE,Q1,Earnings Call,"May 11, 2021",04:30 PM,ET
1043,"Thursday, May 6, 2021  1:30pm - 2:30pm PDT  Listen to the Webcast TrueCar First Quarter 2021 Conference Call",https://ir.true.com/events-presentations,262,TRUECAR,2021,Q1,Conference,"May 6, 2021",02:30 PM,PDT
954,"Thursday, May 20, 2021   10:40 AM   ET 2021 Virtual Wells Fargo Financial Services Investor Conference Listen to Webcast",https://investor.onemainfinancial.com/event/event-calendar/default.aspx,238,WELLS FARGO,2021,NONE,Conference,"May 20, 2021",10:40 AM,ET
822,"Arthur J. Gallagher & Co. Q3 2020 Earnings Conference Call (Replay) October 29, 2020 at 05:15 PM ET Webcast",https://investor.ajg.com/event-calendar,204,ARTHUR J. GALLAGHER & CO.,2020,Q3,Earnings Call,"Oct 29, 2020",05:15 PM,ET
466,"Wednesday, June 9, 2021  2:10pm EDT Goldman Sachs 42nd Annual Global Healthcare Conference",https://investor.insmed.com/events,116,GOLDMAN SACHS,NONE,Y,Conference,"Jun 9, 2021",02:10 PM,ET
424,"JEFFERIES VIRTUAL CONSUMER CONFERENCE June 22, 2021 01:30 PM EDT View the live Webcast",https://ir.usfoods.com/investors/events-and-presentations/default.aspx,105,JEFFERIES,NONE,NONE,Conference,"Jun 22, 2021",01:30 PM,ET
1044,"Wednesday, February 24, 2021  4:30pm EST  Listen to the Webcast TrueCar Fourth Quarter 2020 Conference Call",https://ir.true.com/events-presentations,262,TRUECAR,2020,Q4,Conference,"Feb 24, 2021",04:30 PM,ET
623,"06/08/2021 Baird's 2021 Global Consumer, Technology & Services Conference",https://investors.novanta.com/presentations-and-events,156,BAIRD,2021,NONE,Conference,"Jun 8, 2021",NONE,NONE
774,"Tuesday, May 18, 2021  Listen to the Webcast 16th Annual Needham Virtual Technology & Media Conference",https://bench.investorroom.com/Investor-Events,191,NEEDHAM,NONE,Y,Conference,"May 18, 2021",NONE,NONE
337,"The DUG Bakken & Rockies Virtual Conference Streaming On-Demand Starting September 8, 2021",https://www.hartenergyconferences.com/future-events-updated,81,DUG BAKKEN & ROCKIES,NONE,NONE,Conference,"Sep 8, 2021",NONE,NONE
463,"Tuesday, October 27, 2020  1:30pm - 2:30pm PDT  Listen to the Webcast Red Rock Resorts 3Q20 Earnings Call",http://redrockresorts.investorroom.com/events,114,RED ROCK RESORTS,2020,Q3,Earnings Call,"Oct 27, 2020",02:30 PM,PDT
79,"Q2 Fiscal 2022 Earnings Release & Conference CallFeb 03, 2022 09:30 AM ET",https://www.elcompanies.com/en/investors/events-and-presentations,18,NONE,2022,Q2,Earnings Release,"Feb 3, 2022",09:30 AM,ET
524,"TCG BDC, Inc. Second Quarter 2021 Earnings Call Aug 4, 2021 at 11:00 AM EDT",http://ir.tcgbdc.com/events-and-presentations,132,"TCG BDC, INC.",2021,Q2,Earnings Call,"Aug 4, 2021",11:00 AM,ET
963,"Thursday, May 6, 2021  10:00am - 11:00am CDT  Listen to the Webcast Goodrich Petroleum 1st Quarter 2021 Earnings Call",http://goodrichpetroleumcorp.investorroom.com/events,242,GOODRICH PETROLEUM,2021,Q1,Earnings Call,"May 6, 2021",11:00 AM,CDT
722,"MAY 26, 2021 F5 TO PARTICIPATE IN J.P. MORGAN GLOBAL TECHNOLOGY, MEDIA AND COMMUNICATIONS CONFERENCE",https://investors.f5.com/news-and-events/events-and-presentations/default.aspx,180,F5,NONE,NONE,Conference,"May 26, 2021",NONE,NONE
874,"Jul 14, 2021 8:30 AM EDT	 Ladenburg Thalmann 2021 Virtual Healthcare Conference Listen to webcast",http://ir.transenterix.com/events-and-presentations,220,LADENBURG THALMANN,2021,NONE,Conference,"Jul 14, 2021",08:30 AM,ET
668,"May 18, 2020	 4:30 PM ET 1:30 PM PT  First Quarter 2020 Financial Results Conference Call",http://investor.tomimist.com/TOMZ/webcasts_and_events/2145,166,NONE,2020,Q1,Conference,"May 18, 2020",01:30 PM,PDT
831,"May 19, 2021 9:00 AM EDT	 Annual Meeting of Stockholders Listen to Webcast",https://ir.ziopharm.com/events.cfm,206,NONE,NONE,NONE,Shareholder Meeting,"May 19, 2021",09:00 AM,ET
40,"May 24, 2021 2:45 PM ET J.P. Morgan 49th Annual Global Technology, Media and Communications Conference Webcast",https://investor.juniper.net/investor-relations/events/default.aspx,9,J.P. MORGAN,NONE,Y,Conference,"May 24, 2021",02:45 PM,ET
31,"JUNE 2, 2021 Craig-Hallum 18th Annual Institutional Investor Conference","https://ir.stockpr.com/infusystem/ir-calendar?InfuSystem%20Holdings,%20Inc.%20Third%20Quarter%202019%20Financial%20Results%20Conference%20CallNovember%2013,%202019%20%E2%80%A2%209:00%20am%20ET",7,CRAIG-HALLUM,NONE,Y,Conference,"Jun 2, 2021",NONE,NONE
811,"2021 Annual Meeting of Shareholders: June 23, 2021 at 9 am Pacific Time Listen to Webcast",https://ir.veeva.com/investors/news-and-events/events-and-presentations/default.aspx,201,NONE,2021,Y,Shareholder Meeting,"Jun 23, 2021",09:00 AM,PDT
137,"February 2, 2021 ArcBest 4Q 2020 Earnings Conference Call",https://arcb.com/investor-relations/investor-calendar,32,ARCBEST,2020,Q4,Earnings Call,"Feb 2, 2021",NONE,NONE
55,"Intelligent Subsurface Characterization Aug 12, 2021 | 08:00 AM CST",https://www.halliburton.com/en-US/events/default.page?node-id=hgbr8q6m,12,NONE,NONE,NONE,None/Other,"Aug 12, 2021",08:00 AM,CDT
809,05/12/21	 Blackbaud Participating in Virtual NDR Hosted by The Benchmark Company,http://phx.corporate-ir.net/phoenix.zhtml?c=176673&p=irol-calendar,198,BLACKBAUD,NONE,NONE,None/Other,"May 12, 2021",NONE,NONE
287,01.14.2021 | 2:50 PM EST 39th Annual J.P. Morgan Healthcare Conference Listen to webcast,https://investors.ivericbio.com/events-and-presentation,69,J.P. MORGAN,NONE,Y,Conference,"Jan 14, 2021",02:50 PM,ET
951,02/25/2021 04:30 PM ET Cerus Corporation Fourth Quarter 2020 Earnings Conference Call Webcast (opens in new window),https://ir.cerus.com/news-and-events/annual-meeting/default.aspx,236,CERUS CORPORATION,2020,Q4,Earnings Call,"Feb 25, 2021",04:30 PM,ET
766,"Jun 08, 2021 at 11:30 AM EDT Bank of America Global Technology Conference Listen to webcast",https://investor.cree.com/financial-events-presentations,190,BANK OF AMERICA,2021,NONE,Conference,"Jun 8, 2021",11:30 AM,ET
322,"Helius Medical Technologies, Inc. to Present at the Noble Capital Markets 17th Annual Small & Microcap Investor Conference Tuesday, January 19th at 11:15 a.m. Eastern Time. Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",NONE,Y,Conference,NONE,11:15 AM,ET
395,01/13/2021 04:15 PM ET 23rd Annual Needham Growth Conference WEBCAST(OPENS IN NEW WINDOW),https://ontoinnovation.com/company/events,96,NEEDHAM,NONE,Y,Conference,"Jan 13, 2021",04:15 PM,ET
4,"Q4 2020 Astronics Earnings Conference Call Feb 23, 2021 • 11:00am EDT",https://investors.astronics.com/news-events/ir-calendar,1,ASTRONICS,2020,Q4,Earnings Call,"Feb 23, 2021",11:00 AM,ET
328,"Thursday, May 7, 2020 11:00 AM ET FIRST QUARTER 2020 FINANCIAL RESULTS CONFERENCE CALL",https://investors.fcpt.com/overview/default.aspx,78,NONE,2020,Q1,Earnings Call,"May 7, 2020",11:00 AM,ET
998,"August 3, 2021 at 9:00 AM EDT Q2 2021 Earnings Call Listen to Webcast",https://investor.lilly.com/webcasts-and-presentations,250,NONE,2021,Q2,Earnings Call,"Aug 3, 2021",09:00 AM,ET
1069,"May 6, 2021 at 5:00 PM EDT Corcept Therapeutics Q1 2021 Earnings Conference Call Click here for webcast",https://ir.corcept.com/events,268,CORCEPT THERAPEUTICS,2021,Q1,Earnings Call,"May 6, 2021",05:00 PM,ET
721,"JUN 08, 2021 F5 TO PARTICIPATE IN BANK OF AMERICA 2021 GLOBAL TECHNOLOGY CONFERENCE",https://investors.f5.com/news-and-events/events-and-presentations/default.aspx,180,F5,2021,NONE,Conference,"Jun 8, 2021",NONE,NONE
1061,"Tuesday, May 18, 2021 9:00 AM CT Annual Shareholder Meeting",http://ir.iretapartments.com/event,266,NONE,NONE,Y,Shareholder Meeting,"May 18, 2021",09:00 AM,CDT
582,"June 4, 2021 ALLIANCE BERNSTEIN 37TH ANNUAL STRATEGIC DECISIONS CONFERENCE  David Kenny, Chief Executive Officer  Linda Zukauckas, Chief Financial Officer Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,ALLIANCE BERNSTEIN,NONE,Y,Conference,"Jun 4, 2021",NONE,NONE
199,"June 29, 2021 4:30 PM EDT	 Iovance Biotherapeutics Update Call",https://ir.iovance.com/investor-calendar,48,IOVANCE BIOTHERAPEUTICS,NONE,NONE,Earnings Call,"Jun 29, 2021",04:30 PM,ET
59,Q4 2020 The PNC Financial Services Group Earnings Conference Call,https://thepncfinancialservicesgroupinc.gcs-web.com/events-and-presentations,14,THE PNC FINANCIAL SERVICES GROUP,2020,Q4,Earnings Call,NONE,NONE,NONE
64,"Mar 9, 2021 at 8:00 AM EST Barclays Virtual Global Healthcare Conference Listen to Webcast",https://investors.angiodynamics.com/events.cfm,15,BARCLAYS,NONE,NONE,Conference,"Mar 9, 2021",08:00 AM,ET
515,"Tuesday, April 20, 2021 8:30 AM ET First Quarter 2021 Results",https://investor.synovus.com/events/events-presentations/default.aspx,130,NONE,2021,Q1,Earnings Release,"Apr 20, 2021",08:30 AM,ET
244,"May 11, 2021 at 8:15 AM PDT Avista Corporation Annual Shareholder Meeting Click here for webcast",https://investor.avistacorp.com/events-and-presentations,59,AVISTA CORPORATION,NONE,Y,Shareholder Meeting,"May 11, 2021",08:15 AM,PDT
498,"February 11, 2021 at 10:00 AM ET	 Q4 and FY 2020 Earnings Call  listen to webcast",http://ir.spirit.com/overview/default.aspx,124,NONE,2020,Q4,Earnings Call,"Feb 11, 2021",10:00 AM,ET
101,"Q1 2021 Collegium Pharmaceutical Inc Earnings Conference Call May 6, 2021 at 4:30 PM EDT Click Here for Webcast",https://ir.collegiumpharma.com/events-and-presentations/event-calendar,24,COLLEGIUM PHARMACEUTICAL,2021,Q1,Earnings Call,"May 6, 2021",04:30 PM,ET
169,"Thursday, January 28, 2021 Q4 Earnings Release",http://ir.yourstatebank.com/Presentations,39,NONE,NONE,Q4,Earnings Release,"Jan 28, 2021",NONE,NONE
791,"PBCAR0191 CD19 Virtual Update  Jun 4, 2021 at 8:00 AM EDT Listen to webcast",https://investor.precisionbiosciences.com/events-and-presentations,195,NONE,NONE,NONE,None/Other,"Jun 4, 2021",08:00 AM,ET
907,"First Quarter 2021 Earnings Conference Call  Thursday, April 15, 2021  8:00am - 9:00am EDT",https://bbt.investorroom.com/webcasts-and-presentations,227,NONE,2021,Q1,Earnings Call,"Apr 15, 2021",09:00 AM,ET
842,"Q2 2020 Gentherm Incorporated Earnings Conference Call Aug 4, 2020 at 8:00 AM EDT Click here for webcast",https://gentherm.gcs-web.com/events,208,GENTHERM INCORPORATED,2020,Q2,Earnings Call,"Aug 4, 2020",08:00 AM,ET
523,"Enable Midstream Q2 2019 Earnings Conference Call and Webcast August 6, 2019 10:00 AM EDT",https://investors.enablemidstream.com/events-and-presentations/default.aspx,131,ENABLE MIDSTREAM,2019,Q2,Earnings Call,"Aug 6, 2019",10:00 AM,ET
309,"2021 Annual Meeting of Stockholders Jul 20, 2021 • 10:00 am EDT",https://ir.id-systems.com/company-information/presentations,74,NONE,2021,Y,Shareholder Meeting,"Jul 20, 2021",10:00 AM,ET
584,"March 4, 2021 MORGAN STANLEY TECHNOLOGY, MEDIA AND TELECOM CONFERENCE  David Kenny, CEO  Linda Zukauckas, CFO  Sara Gubins, SVP, Head of Investor Relations and Treasury Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,MORGAN STANLEY,NONE,NONE,Conference,"Mar 4, 2021",NONE,NONE
266,"SEPTEMBER 17 Singular Research Conference Los Angeles, CA",https://sparton.com/press-room/,64,SINGULAR RESEARCH,NONE,NONE,Conference,NONE,NONE,NONE
363,"May 26, 202110:00 AM PT Facebook 2021 Annual Shareholder Meeting",https://investor.fb.com/investor-events/default.aspx,90,FACEBOOK,2021,Y,Shareholder Meeting,"May 26, 2021",10:00 AM,PDT
535,"Celsius Holdings, Inc. Earnings Call Thursday November 07, 2019 2019-11-07",https://www.celsiusholdingsinc.com/investors/,134,CELSIUS HOLDINGS,NONE,NONE,Earnings Call,"Nov 7, 2019",NONE,NONE
381,"June 15 - June 16, 2021  Citi European Healthcare Conference",https://investors.biontech.de/events-and-presentations,93,NONE,NONE,NONE,Conference,"Jun 15, 2021",NONE,NONE
935,FirstCash Reports First Quarter Results; Adds 26 Stores During Quarter; Increases Quarterly Dividend to $0.30 per Share 28 Jan 2021 Q4 2020 Earnings Release,http://ir.firstcash.com/events-and-presentations,233,FIRSTCASH,2020,Q4,Earnings Release,"Jan 28, 2021",NONE,NONE
67,03/12/2021 10:00 AM ET Bimini Capital Management Fourth Quarter 2020 Earnings Call,https://ir.biminicapital.com/events-and-presentations/default.aspx,16,BIMINI CAPITAL MANAGEMENT,2020,Q4,Earnings Call,"Mar 12, 2021",10:00 AM,ET
853,02/09/21	NGL Energy Partners LP Announces Third Quarter Fiscal 2021 Financial Results,http://www.nglenergypartners.com/investor-relations/presentations/,211,NGL ENERGY PARTNERS,2021,Q3,Earnings Release,"Feb 9, 2021",NONE,NONE
68,11/06/2020 10:00 AM EST Bimini Capital Management Third Quarter 2020 Earnings Call,https://ir.biminicapital.com/events-and-presentations/default.aspx,16,BIMINI CAPITAL MANAGEMENT,2020,Q3,Earnings Call,"Nov 6, 2020",10:00 AM,ET
1053,"May 12, 2020  Q1 2020 Earnings Conference Call Listen to Webcast",https://www.sunocolp.com/investors/,264,NONE,2020,Q1,Earnings Call,"May 12, 2020",NONE,NONE
13,"Third Quarter 2020 Earnings Nov 10, 2020 at 8:30 AM EST Listen to Webcast",https://www.aboutstay.com/news-releases/events,3,NONE,2020,Q3,Earnings Release,"Nov 10, 2020",08:30 AM,ET
353,"Third Qtr. 2020 Earnings Conference Call  Thursday, October 22, 2020  11:00am - 12:00pm EDT  Listen to the Webcast",https://genuineparts.investorroom.com/events-webcasts,87,NONE,2020,Q3,Earnings Call,"Oct 22, 2020",12:00 PM,ET
602,"Feb 2, 2021 11:00 AM EST	 Third Quarter Fiscal Year 2021 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2021,Q3,Earnings Call,"Feb 2, 2021",11:00 AM,ET
983,"Cloudflare Q2 2021 Earnings Call August 5, 2021 2:00 PM PT ADD TO CALENDAR  WEBCAST",https://cloudflare.net/events-and-presentations/default.aspx,246,CLOUDFLARE,2021,Q2,Earnings Call,"Aug 5, 2021",02:00 PM,PDT
295,"Jun 10, 2021 Goldman Sachs 42nd Annual Global Healthcare Conference Click Here for Webcast",https://www.harmonybiosciences.com/investors/,71,GOLDMAN SACHS,NONE,Y,Conference,"Jun 10, 2021",NONE,NONE
635,"June 11, 2021 9:00 AM CEST	 European Hematology Association (""EHA"") 2021 Annual Congress Click here for webcast",http://investors.protagonist-inc.com/events,159,EUROPEAN HEMATOLOGY ASSOCIATION,2021,Y,Conference,"Jun 11, 2021",09:00 AM,OTHER
850,"07/09/21	NGL Energy Partners LP Announces 2021 Open Season for Grand Mesa Pipeline Starting July 9, 2021",http://www.nglenergypartners.com/investor-relations/presentations/,211,NGL ENERGY PARTNERS LP,2021,NONE,None/Other,"Jul 9, 2021",NONE,NONE
185,"Annual General Meeting of Shareholders June 2, 2021 08:30 AM CST",https://ir.aon.com/about-aon/investor-relations/events-and-presentations/calendar-of-events/default.aspx,44,NONE,NONE,Y,Shareholder Meeting,"Jun 2, 2021",08:30 AM,CDT
579,"Mar 4, 2021 12:00 pm CDT Fourth Quarter 2020 Earnings Call",https://investor.salemmedia.com/news-events/ir-calendar,145,NONE,2020,Q4,Earnings Call,"Mar 4, 2021",12:00 PM,CDT
355,"Q2 2021 Surgery Partners, Inc. Earnings Conference Call Aug 4, 2021 at 8:30 AM EDT Click here to view the Q2 2021 webcast",http://ir.surgerypartners.com/events-and-presentations/presentations,88,"SURGERY PARTNERS, INC.",2021,Q2,Earnings Call,"Aug 4, 2021",08:30 AM,ET
332,"Thursday, June 17, 2021 EAST COAST IDEAS INVESTOR CONFERENCE",https://investors.cecoenviro.com/events-webcasts-and-presentations,80,NONE,NONE,NONE,Conference,"Jun 17, 2021",NONE,NONE
883,"Q3 2020 Capstar Financial Holdings Inc Earnings Conference Call Friday, October 23, 2020 10:00 am EDT Webcast",https://ir.capstarbank.com/events-and-presentations/upcoming-events,221,CAPSTAR FINANCIAL HOLDINGS INC,2020,Q3,Earnings Call,"Oct 23, 2020",10:00 AM,ET
320,"Helius Medical Technologies, Inc. First Quarter 2021 Earnings Conference Call Monday, May 17, 2021 at 05:00 PM Eastern Daylight Time Webcast",https://heliusmedical.com/index.php/investor-relations/events/upcoming-events,77,"HELIUS MEDICAL TECHNOLOGIES, INC.",2021,Q1,Earnings Call,"May 17, 2021",05:00 PM,ET
980,4.21.21 Argo Group Comments on Results for First Quarter 2021,https://www.argolimited.com/investors/presentations/,245,ARGO GROUP,2021,Q1,Earnings Release,"Apr 21, 2021",NONE,NONE
920,04/29/2021 02:00 PM ET Livent Corporation Annual Meeting Webcast,https://ir.livent.com/financials-and-filings/calendar-of-events/default.aspx,230,LIVENT CORPORATION,NONE,Y,Conference,"Apr 29, 2021",02:00 PM,ET
990,03.30.2021 10:00 AM PDT Wells Fargo CEO Spotlight Call,https://ir.shockwavemedical.com/news-events/investor-calendar,248,WELLS FARGO,NONE,NONE,None/Other,"Mar 30, 2021",10:00 AM,PDT
725,"Jun 9, 2021 01:45 PM EST BofA Securities Global Technology Conference Listen to Webcast(opens in new window)",https://investor.avalara.com/press-releases/events-and-presentations/default.aspx,181,BOFA SECURITIES,NONE,NONE,Conference,"Jun 9, 2021",01:45 PM,ET
508,"MAY 7, 2020 04:30 PM ET First Solar, Inc. First Quarter 2020 Financial Results Webcast(Opens In New Window)",https://investor.firstsolar.com/financial-events/default.aspx,128,"FIRST SOLAR, INC.",2020,Q1,Sales Results,"May 7, 2020",04:30 PM,ET
552,"Q2 2021 The Allstate Corporation Earnings Conference Call Aug 5, 2021 at 9:00 AM EDT",https://www.allstateinvestors.com/events-and-presentations/calendar,138,THE ALLSTATE CORPORATION,2021,Q2,Earnings Call,"Aug 5, 2021",09:00 AM,ET
291,13 MAY 2021 Goldman Sachs Fixed Income Investor Conference Call,https://www.goldmansachs.com/investor-relations/presentations/index.html,70,GOLDMAN SACHS,NONE,NONE,Conference,"May 13, 2021",NONE,NONE
3,"Q4 2020 Astronics Earnings Conference Call Feb 23, 2021 • 11:00am EDT",https://investors.astronics.com/news-events/ir-calendar,1,ASTRONICS,2020,Q4,Earnings Call,"Feb 23, 2021",11:00 AM,ET
7,"May 10, 2021 4:30 pm EDT First Quarter 2021 Earnings Conference Call",http://investors.fullhouseresorts.com/news-event/presentations,2,NONE,2021,Q1,Earnings Call,"May 10, 2021",04:30 PM,ET
585,"H.C. Wainwright Global Life Sciences Conference Mar 9, 2021 at 7:00 AM EST Listen to webcast",http://ir.chiasmapharma.com/events-presentations,147,H.C. WAINWRIGHT,NONE,NONE,Conference,"Mar 9, 2021",07:00 AM,ET
783,"Fourth Quarter 2020 Financial Results Call Feb 17, 2021 • 5:00 pm EDT",https://investor.stamps.com/company-information/presentations,193,NONE,2020,Q4,Earnings Call,"Feb 17, 2021",05:00 PM,ET
854,01/19/21	NGL Energy Partners LP Provides Financial Update,http://www.nglenergypartners.com/investor-relations/presentations/,211,NGL ENERGY PARTNERS,NONE,NONE,None/Other,"Jan 19, 2021",NONE,NONE
238,"May 4, 2021 4:30 PM EDT Pulmonx Q1 2021 Earnings Conference Call",https://investors.pulmonx.com/events-and-presentations,56,PULMONX,2021,Q1,Earnings Call,"May 4, 2021",04:30 PM,ET
942,"William Blair 41st Annual Growth Stock Virtual Conference Jun 3, 2021 9:00 AM EDT Click here for webcast",https://ir.jamf.com/news-events/presentations,235,WILLIAM BLAIR,NONE,Y,Conference,"Jun 3, 2021",09:00 AM,ET
539,"July 29, 2021 9:30 AM EDT	 Tradeweb Markets Second Quarter 2021 Earnings Call Add to Outlook Add to Google Calendar Listen to Webcast",https://investors.tradeweb.com/events-and-presentations,135,TRADEWEB MARKETS,2021,Q2,Earnings Call,"Jul 29, 2021",09:30 AM,ET
880,"Q1 2021 Capstar Financial Holdings Inc Earnings Conference Call Friday, April 23, 2021 11:00 am CDT Webcast",https://ir.capstarbank.com/events-and-presentations/upcoming-events,221,CAPSTAR FINANCIAL HOLDINGS INC.,2021,Q1,Earnings Call,"Apr 23, 2021",11:00 AM,CDT
216,"National Print & Sign Owners Association (NPSOA) Saint Petersburg, FL April 9, 2021",https://ir.efi.com/events-presentations,52,NATIONAL PRINT & SIGN OWNERS ASSOCIATION (NPSOA),NONE,NONE,None/Other,"Apr 9, 2021",NONE,NONE
978,7.1.21 Argo Group Schedules Second Quarter 2021 Earnings Release and Conference Call,https://www.argolimited.com/investors/presentations/,245,ARGO GROUP,2021,Q2,Earnings Release,"Jul 1, 2021",NONE,NONE
532,"Tuesday, November 26, 2019 10:00 AM ET MREIC 4Q and Fiscal Yearend 2019 Earnings Call and Webcast",https://investors.mreic.reit/events-presentations/default.aspx,133,MREIC,2019,Q4,Earnings Call,"Nov 26, 2019",10:00 AM,ET
